Policy_ID,State,Product,Policy_Version,Policy_Effective_Date,Requirement_Effective_Date,Clause_ID,Required_Clause_Version,Requirement_ID,_merge
P100642,CT,EPO,3,2026-12-08,2025-01-01,CL0426,4,RR00027,left_only
P100644,CT,HMO,3,2026-05-22,2025-01-01,CL0248,5,RR00022,left_only
P100645,PA,EPO,3,2026-02-23,2025-01-01,CL0863,2,RR00184,left_only
P100647,IL,PPO,5,2025-08-23,2025-01-01,CL0666,4,RR00330,left_only
P100651,NY,PPO,3,2026-02-16,2025-01-01,CL0223,4,RR00049,left_only
P100654,CT,POS,4,2025-07-31,2025-01-01,CL0034,5,RR00035,left_only
P100654,CT,POS,4,2025-07-31,2025-01-01,CL0095,1,RR00037,left_only
P100654,CT,POS,4,2025-07-31,2025-01-01,CL0624,4,RR00040,left_only
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0580,3,RR00216,left_only
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0547,4,RR00033,left_only
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0006,5,RR00170,left_only
P100664,TX,PPO,1,2025-08-31,2025-01-01,CL0106,1,RR00238,left_only
P100664,TX,PPO,1,2025-08-31,2025-01-01,CL0095,3,RR00240,left_only
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0994,3,RR00169,left_only
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0922,5,RR00183,left_only
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0332,4,RR00394,left_only
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0050,4,RR00096,left_only
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0990,1,RR00101,left_only
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0034,5,RR00035,left_only
P100672,PA,EPO,1,2026-04-25,2025-01-01,CL0863,2,RR00184,left_only
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0657,3,RR00045,left_only
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0979,5,RR00026,left_only
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0201,3,RR00028,left_only
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0874,4,RR00030,left_only
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0156,5,RR00249,left_only
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0333,1,RR00254,left_only
P100684,OH,HMO,1,2026-08-31,2025-01-01,CL0234,3,RR00386,left_only
P100685,NY,PPO,2,2025-05-02,2025-01-01,CL0437,2,RR00053,left_only
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0995,1,RR00232,left_only
P100692,PA,EPO,4,2025-09-07,2025-01-01,CL0211,5,RR00188,left_only
P100695,TX,PPO,5,2025-07-03,2025-01-01,CL0294,2,RR00241,left_only
P100696,PA,HMO,4,2025-09-17,2025-01-01,CL0966,5,RR00181,left_only
P100699,NJ,HMO,5,2026-02-13,2025-01-01,CL0050,4,RR00096,left_only
P100700,TX,HMO,1,2025-03-10,2025-01-01,CL0653,5,RR00252,left_only
P100701,CA,POS,3,2026-09-19,2025-01-01,CL0602,1,RR00230,left_only
P100702,NY,EPO,1,2025-01-08,2025-01-01,CL0311,3,RR00063,left_only
P100703,CA,HMO,2,2025-09-22,2025-01-01,CL0797,1,RR00205,left_only
P100703,CA,HMO,2,2025-09-22,2025-01-01,CL0407,4,RR00207,left_only
P100710,IL,EPO,1,2025-07-30,2025-01-01,CL0683,3,RR00353,left_only
P100711,CA,POS,3,2025-11-09,2025-01-01,CL0602,1,RR00230,left_only
P100712,CT,EPO,5,2026-08-27,2025-01-01,CL0859,3,RR00031,left_only
P100714,TX,EPO,1,2026-05-05,2025-01-01,CL0898,5,RR00257,left_only
P100717,CT,POS,1,2025-07-10,2025-01-01,CL0187,5,RR00038,left_only
P100721,FL,PPO,1,2026-09-11,2025-01-01,CL0990,2,RR00283,left_only
P100724,CT,HMO,1,2025-03-03,2025-01-01,CL0902,4,RR00015,left_only
P100724,CT,HMO,1,2025-03-03,2025-01-01,CL0709,4,RR00020,left_only
P100725,MA,POS,2,2026-01-22,2025-01-01,CL0475,5,RR00160,left_only
P100731,NY,POS,3,2025-12-15,2025-01-01,CL0802,5,RR00078,left_only
P100732,NJ,EPO,2,2025-06-27,2025-01-01,CL0441,5,RR00112,left_only
P100733,IL,HMO,3,2026-05-02,2025-01-01,CL0155,4,RR00338,left_only
P100733,IL,HMO,3,2026-05-02,2025-01-01,CL0157,5,RR00341,left_only
P100734,TX,EPO,1,2026-10-23,2025-01-01,CL0206,5,RR00262,left_only
P100735,TX,EPO,4,2025-09-04,2025-01-01,CL0490,5,RR00260,left_only
P100736,CA,HMO,4,2025-09-11,2025-01-01,CL0283,1,RR00204,left_only
P100739,FL,PPO,5,2025-12-18,2025-01-01,CL0433,2,RR00287,left_only
P100741,FL,EPO,4,2025-01-13,2025-01-01,CL0291,4,RR00304,left_only
P100741,FL,EPO,4,2025-01-13,2025-01-01,CL0993,2,RR00307,left_only
P100742,IL,EPO,1,2026-07-13,2025-01-01,CL0767,2,RR00352,left_only
P100743,NJ,EPO,1,2025-05-31,2025-01-01,CL0662,4,RR00105,left_only
P100744,NJ,HMO,2,2025-02-19,2025-01-01,CL0760,3,RR00095,left_only
P100744,NJ,HMO,2,2025-02-19,2025-01-01,CL0397,4,RR00098,left_only
P100746,OH,PPO,4,2026-10-06,2025-01-01,CL0396,1,RR00373,left_only
P100747,NJ,EPO,5,2026-01-07,2025-01-01,CL0581,4,RR00107,left_only
P100747,NJ,EPO,5,2026-01-07,2025-01-01,CL0717,2,RR00115,left_only
P100748,NJ,EPO,4,2025-04-23,2025-01-01,CL0372,1,RR00110,left_only
P100748,NJ,EPO,4,2025-04-23,2025-01-01,CL0964,2,RR00116,left_only
P100751,NY,EPO,3,2025-02-22,2025-01-01,CL0311,3,RR00063,left_only
P100752,OH,HMO,5,2025-05-10,2025-01-01,CL0954,2,RR00385,left_only
P100753,CA,PPO,3,2025-07-12,2025-01-01,CL0671,4,RR00198,left_only
P100754,PA,PPO,3,2026-08-14,2025-01-01,CL0943,5,RR00166,left_only
P100754,PA,PPO,3,2026-08-14,2025-01-01,CL0006,5,RR00170,left_only
P100756,CT,EPO,1,2025-04-07,2025-01-01,CL0201,3,RR00028,left_only
P100764,OH,EPO,4,2026-12-24,2025-01-01,CL0473,5,RR00395,left_only
P100765,IL,PPO,2,2026-09-13,2025-01-01,CL0078,2,RR00324,left_only
P100768,FL,POS,2,2025-11-29,2025-01-01,CL0285,1,RR00311,left_only
P100770,OH,POS,4,2026-02-02,2025-01-01,CL0013,1,RR00404,left_only
P100772,CT,EPO,4,2026-05-27,2025-01-01,CL0928,1,RR00025,left_only
P100773,FL,POS,2,2025-06-21,2025-01-01,CL0285,1,RR00311,left_only
P100774,CT,PPO,4,2026-04-13,2025-01-01,CL0742,5,RR00003,left_only
P100776,MA,HMO,1,2026-11-30,2025-01-01,CL0387,1,RR00143,left_only
P100777,FL,PPO,2,2025-06-19,2025-01-01,CL0912,3,RR00288,left_only
P100777,FL,PPO,2,2025-06-19,2025-01-01,CL0273,4,RR00289,left_only
P100780,TX,EPO,4,2025-07-08,2025-01-01,CL0950,5,RR00265,left_only
P100781,FL,EPO,5,2025-04-30,2025-01-01,CL0067,2,RR00302,left_only
P100786,TX,HMO,4,2025-11-17,2025-01-01,CL0333,1,RR00254,left_only
P100787,NJ,POS,5,2025-12-01,2025-01-01,CL0469,3,RR00122,left_only
P100792,NJ,HMO,5,2026-04-22,2025-01-01,CL0069,5,RR00103,left_only
P100793,NJ,EPO,4,2025-12-18,2025-01-01,CL0662,4,RR00105,left_only
P100794,IL,POS,5,2026-06-29,2025-01-01,CL0914,5,RR00360,left_only
P100794,IL,POS,5,2026-06-29,2025-01-01,CL0844,4,RR00363,left_only
P100794,IL,POS,5,2026-06-29,2025-01-01,CL0788,4,RR00365,left_only
P100795,TX,HMO,5,2025-07-29,2025-01-01,CL0125,4,RR00247,left_only
P100805,CT,HMO,2,2026-04-10,2025-01-01,CL0758,3,RR00013,left_only
P100807,IL,POS,2,2025-05-05,2025-01-01,CL0975,1,RR00366,left_only
P100807,IL,POS,2,2025-05-05,2025-01-01,CL0393,1,RR00368,left_only
P100808,MA,HMO,2,2025-09-28,2025-01-01,CL0842,5,RR00139,left_only
P100812,NY,EPO,1,2025-06-02,2025-01-01,CL0077,4,RR00060,left_only
P100813,MA,EPO,1,2025-02-22,2025-01-01,CL0521,3,RR00148,left_only
P100815,NY,EPO,2,2026-05-18,2025-01-01,CL0755,5,RR00065,left_only
P100821,IL,PPO,2,2026-03-04,2025-01-01,CL0340,1,RR00323,left_only
P100824,MA,POS,5,2026-06-11,2025-01-01,CL0612,5,RR00158,left_only
P100827,FL,POS,4,2026-02-24,2025-01-01,CL0372,1,RR00310,left_only
P100830,IL,POS,4,2026-11-01,2025-01-01,CL0914,5,RR00360,left_only
P100831,CT,EPO,5,2026-02-23,2025-01-01,CL0874,4,RR00030,left_only
P100832,PA,POS,2,2025-07-26,2025-01-01,CL0612,1,RR00189,left_only
P100835,CA,EPO,4,2025-09-22,2025-01-01,CL0909,4,RR00213,left_only
P100836,CA,PPO,1,2025-02-05,2025-01-01,CL0422,2,RR00201,left_only
P100837,TX,POS,5,2026-01-08,2025-01-01,CL0096,5,RR00270,left_only
P100837,TX,POS,5,2026-01-08,2025-01-01,CL0210,1,RR00276,left_only
P100840,TX,POS,2,2026-06-15,2025-01-01,CL0274,4,RR00274,left_only
P100842,TX,POS,4,2025-04-14,2025-01-01,CL0533,2,RR00266,left_only
P100842,TX,POS,4,2025-04-14,2025-01-01,CL0623,2,RR00275,left_only
P100843,NJ,HMO,5,2025-08-29,2025-01-01,CL0050,4,RR00096,left_only
P100843,NJ,HMO,5,2025-08-29,2025-01-01,CL0087,5,RR00099,left_only
P100844,NJ,PPO,3,2026-12-17,2025-01-01,CL0306,5,RR00089,left_only
P100845,FL,HMO,1,2025-09-10,2025-01-01,CL0334,5,RR00294,left_only
P100854,CA,EPO,4,2026-12-03,2025-01-01,CL0306,1,RR00217,left_only
P100855,CT,HMO,3,2026-11-22,2025-01-01,CL0758,3,RR00013,left_only
P100855,CT,HMO,3,2026-11-22,2025-01-01,CL0331,2,RR00016,left_only
P100861,FL,HMO,2,2025-04-29,2025-01-01,CL0576,3,RR00299,left_only
P100865,CA,HMO,4,2025-07-26,2025-01-01,CL0437,2,RR00209,left_only
P100865,CA,HMO,4,2025-07-26,2025-01-01,CL0497,2,RR00212,left_only
P100870,MA,EPO,4,2026-01-05,2025-01-01,CL0661,1,RR00144,left_only
P100874,CT,PPO,3,2025-05-20,2025-01-01,CL0774,1,RR00009,left_only
P100875,OH,HMO,5,2025-10-27,2025-01-01,CL0872,3,RR00381,left_only
P100879,NJ,EPO,3,2026-02-04,2025-01-01,CL0697,1,RR00104,left_only
P100879,NJ,EPO,3,2026-02-04,2025-01-01,CL0717,2,RR00115,left_only
P100883,FL,PPO,1,2025-05-29,2025-01-01,CL0598,5,RR00286,left_only
P100884,OH,HMO,2,2026-12-17,2025-01-01,CL0536,2,RR00384,left_only
P100888,NY,PPO,2,2026-03-11,2025-01-01,CL0654,3,RR00046,left_only
P100888,NY,PPO,2,2026-03-11,2025-01-01,CL0647,1,RR00048,left_only
P100889,FL,POS,1,2025-01-21,2025-01-01,CL0698,1,RR00313,left_only
P100893,PA,EPO,1,2026-03-25,2025-01-01,CL0290,5,RR00185,left_only
P100894,IL,EPO,5,2025-03-17,2025-01-01,CL0714,1,RR00344,left_only
P100894,IL,EPO,5,2025-03-17,2025-01-01,CL0908,4,RR00345,left_only
P100894,IL,EPO,5,2025-03-17,2025-01-01,CL0770,3,RR00346,left_only
P100894,IL,EPO,5,2025-03-17,2025-01-01,CL0767,2,RR00352,left_only
P100896,IL,HMO,2,2026-08-13,2025-01-01,CL0828,4,RR00331,left_only
P100900,NJ,EPO,1,2025-10-17,2025-01-01,CL0717,2,RR00115,left_only
P100903,NY,EPO,5,2025-09-16,2025-01-01,CL0877,5,RR00062,left_only
P100905,FL,POS,4,2026-12-03,2025-01-01,CL0698,1,RR00313,left_only
P100905,FL,POS,4,2026-12-03,2025-01-01,CL0118,3,RR00316,left_only
P100907,NY,EPO,2,2025-01-06,2025-01-01,CL0852,1,RR00061,left_only
P100909,NJ,EPO,5,2025-05-28,2025-01-01,CL0638,5,RR00114,left_only
P100910,CT,POS,1,2026-02-09,2025-01-01,CL0624,4,RR00040,left_only
P100911,FL,EPO,4,2025-09-15,2025-01-01,CL0856,3,RR00306,left_only
P100912,CA,POS,3,2026-12-31,2025-01-01,CL0340,3,RR00234,left_only
P100912,CA,POS,3,2026-12-31,2025-01-01,CL0878,4,RR00235,left_only
P100913,FL,PPO,3,2026-04-24,2025-01-01,CL0048,4,RR00282,left_only
P100914,IL,HMO,5,2025-03-31,2025-01-01,CL0378,4,RR00334,left_only
P100916,NJ,PPO,1,2025-03-28,2025-01-01,CL0593,2,RR00092,left_only
P100921,OH,EPO,3,2025-03-19,2025-01-01,CL0563,1,RR00387,left_only
P100923,IL,POS,5,2025-02-24,2025-01-01,CL0963,2,RR00359,left_only
P100923,IL,POS,5,2025-02-24,2025-01-01,CL0214,2,RR00362,left_only
P100923,IL,POS,5,2025-02-24,2025-01-01,CL0010,3,RR00367,left_only
P100923,IL,POS,5,2025-02-24,2025-01-01,CL0631,5,RR00369,left_only
P100927,FL,EPO,1,2025-04-15,2025-01-01,CL0993,2,RR00307,left_only
P100932,CA,POS,3,2026-01-26,2025-01-01,CL0340,3,RR00234,left_only
P100937,CT,HMO,1,2025-06-21,2025-01-01,CL0508,1,RR00018,left_only
P100937,CT,HMO,1,2025-06-21,2025-01-01,CL0709,4,RR00020,left_only
P100942,FL,HMO,3,2026-01-30,2025-01-01,CL0913,1,RR00290,left_only
P100942,FL,HMO,3,2026-01-30,2025-01-01,CL0573,2,RR00300,left_only
P100945,TX,POS,2,2026-11-07,2025-01-01,CL0213,3,RR00272,left_only
P100945,TX,POS,2,2026-11-07,2025-01-01,CL0332,5,RR00273,left_only
P100946,NJ,PPO,4,2025-06-25,2025-01-01,CL0306,5,RR00089,left_only
P100946,NJ,PPO,4,2025-06-25,2025-01-01,CL0689,1,RR00091,left_only
P100949,NJ,PPO,5,2025-07-21,2025-01-01,CL0672,4,RR00085,left_only
P100949,NJ,PPO,5,2025-07-21,2025-01-01,CL0689,1,RR00091,left_only
P100950,TX,HMO,3,2025-06-17,2025-01-01,CL0125,4,RR00247,left_only
P100950,TX,HMO,3,2025-06-17,2025-01-01,CL0317,2,RR00253,left_only
P100955,CT,EPO,1,2025-02-20,2025-01-01,CL0635,1,RR00032,left_only
P100957,TX,EPO,3,2026-04-08,2025-01-01,CL0743,4,RR00259,left_only
P100958,MA,POS,2,2026-03-18,2025-01-01,CL0274,3,RR00152,left_only
P100960,IL,PPO,2,2026-07-31,2025-01-01,CL0340,1,RR00323,left_only
P100960,IL,PPO,2,2026-07-31,2025-01-01,CL0115,3,RR00328,left_only
P100963,TX,EPO,4,2026-05-18,2025-01-01,CL0490,5,RR00260,left_only
P100964,CT,EPO,2,2025-01-10,2025-01-01,CL0979,5,RR00026,left_only
P100964,CT,EPO,2,2025-01-10,2025-01-01,CL0803,5,RR00029,left_only
P100969,PA,EPO,3,2026-05-24,2025-01-01,CL0706,3,RR00186,left_only
P100969,PA,EPO,3,2026-05-24,2025-01-01,CL0879,3,RR00187,left_only
P100970,OH,EPO,1,2025-12-17,2025-01-01,CL0473,5,RR00395,left_only
P100976,MA,EPO,2,2025-11-30,2025-01-01,CL0521,3,RR00148,left_only
P100977,FL,POS,5,2026-02-19,2025-01-01,CL0285,1,RR00311,left_only
P100977,FL,POS,5,2026-02-19,2025-01-01,CL0929,4,RR00314,left_only
P100978,FL,EPO,2,2026-04-29,2025-01-01,CL0856,3,RR00306,left_only
P100982,NJ,POS,2,2025-06-01,2025-01-01,CL0294,1,RR00117,left_only
P100984,MA,EPO,1,2025-07-30,2025-01-01,CL0661,1,RR00144,left_only
P100985,MA,HMO,5,2026-01-02,2025-01-01,CL0724,4,RR00136,left_only
P100986,OH,EPO,4,2026-11-01,2025-01-01,CL0026,3,RR00390,left_only
P100987,PA,PPO,5,2026-07-24,2025-01-01,CL0943,5,RR00166,left_only
P100991,CA,EPO,1,2026-09-26,2025-01-01,CL0973,2,RR00214,left_only
P100997,FL,PPO,5,2026-01-20,2025-01-01,CL0048,4,RR00282,left_only
P100999,IL,EPO,1,2025-02-16,2025-01-01,CL0159,2,RR00348,left_only
P101002,MA,HMO,1,2026-11-21,2025-01-01,CL0803,3,RR00131,left_only
P101004,PA,POS,5,2026-11-18,2025-01-01,CL0983,1,RR00192,left_only
P101012,CA,PPO,1,2026-08-04,2025-01-01,CL0671,4,RR00198,left_only
P101013,NJ,HMO,3,2025-01-31,2025-01-01,CL0304,4,RR00094,left_only
P101013,NJ,HMO,3,2025-01-31,2025-01-01,CL0069,5,RR00103,left_only
P101015,IL,PPO,3,2026-08-26,2025-01-01,CL0069,3,RR00317,left_only
P101015,IL,PPO,3,2026-08-26,2025-01-01,CL0908,5,RR00325,left_only
P101018,CT,HMO,2,2026-02-16,2025-01-01,CL0902,4,RR00015,left_only
P101021,OH,HMO,4,2026-01-31,2025-01-01,CL0536,2,RR00384,left_only
P101032,IL,POS,1,2026-01-17,2025-01-01,CL0076,4,RR00361,left_only
P101036,MA,POS,2,2025-11-02,2025-01-01,CL0660,2,RR00161,left_only
P101037,IL,PPO,5,2026-01-13,2025-01-01,CL0270,2,RR00322,left_only
P101037,IL,PPO,5,2026-01-13,2025-01-01,CL0666,4,RR00330,left_only
P101039,OH,HMO,1,2025-12-09,2025-01-01,CL0354,3,RR00382,left_only
P101041,NJ,POS,4,2026-12-13,2025-01-01,CL0023,5,RR00120,left_only
P101045,CA,POS,1,2025-07-19,2025-01-01,CL0602,1,RR00230,left_only
P101045,CA,POS,1,2025-07-19,2025-01-01,CL0429,2,RR00231,left_only
P101047,TX,EPO,1,2026-09-06,2025-01-01,CL0842,4,RR00256,left_only
P101050,CT,POS,5,2026-08-26,2025-01-01,CL0458,2,RR00039,left_only
P101051,NJ,HMO,3,2025-06-26,2025-01-01,CL0274,4,RR00102,left_only
P101053,FL,EPO,2,2026-06-25,2025-01-01,CL0912,4,RR00303,left_only
P101054,IL,EPO,5,2025-10-28,2025-01-01,CL0557,5,RR00356,left_only
P101056,MA,PPO,3,2025-11-03,2025-01-01,CL0915,4,RR00126,left_only
P101058,PA,HMO,1,2025-08-02,2025-01-01,CL0371,2,RR00174,left_only
P101061,CT,PPO,3,2026-04-28,2025-01-01,CL0674,5,RR00007,left_only
P101063,OH,EPO,5,2025-03-08,2025-01-01,CL0026,3,RR00390,left_only
P101065,PA,HMO,2,2025-05-13,2025-01-01,CL0251,2,RR00176,left_only
P101066,CT,POS,4,2026-10-11,2025-01-01,CL0085,4,RR00042,left_only
P101067,TX,POS,3,2026-06-24,2025-01-01,CL0542,5,RR00267,left_only
P101068,CT,POS,4,2026-05-27,2025-01-01,CL0707,4,RR00043,left_only
P101074,CA,PPO,5,2026-09-21,2025-01-01,CL0869,1,RR00200,left_only
P101077,TX,HMO,1,2025-02-15,2025-01-01,CL0434,5,RR00250,left_only
P101079,TX,POS,3,2026-11-09,2025-01-01,CL0623,2,RR00275,left_only
P101080,NJ,PPO,3,2025-11-01,2025-01-01,CL0306,5,RR00089,left_only
P101081,FL,POS,3,2026-12-16,2025-01-01,CL0929,4,RR00314,left_only
P101081,FL,POS,3,2026-12-16,2025-01-01,CL0319,2,RR00315,left_only
P101082,NJ,EPO,5,2025-08-21,2025-01-01,CL0697,1,RR00104,left_only
P101083,CT,EPO,1,2025-09-02,2025-01-01,CL0635,1,RR00032,left_only
P101085,NJ,HMO,4,2025-10-22,2025-01-01,CL0304,4,RR00094,left_only
P101089,NY,POS,4,2025-01-01,2025-01-01,CL0937,4,RR00080,left_only
P101090,NY,HMO,3,2025-08-05,2025-01-01,CL0264,1,RR00059,left_only
P101091,CA,POS,2,2026-05-22,2025-01-01,CL0022,3,RR00224,left_only
P101093,NY,POS,5,2025-01-30,2025-01-01,CL0331,4,RR00070,left_only
P101093,NY,POS,5,2025-01-30,2025-01-01,CL0317,2,RR00071,left_only
P101093,NY,POS,5,2025-01-30,2025-01-01,CL0802,5,RR00078,left_only
P101093,NY,POS,5,2025-01-30,2025-01-01,CL0163,5,RR00081,left_only
P101097,CT,EPO,1,2026-05-07,2025-01-01,CL0201,3,RR00028,left_only
P101097,CT,EPO,1,2026-05-07,2025-01-01,CL0803,5,RR00029,left_only
P101105,NY,POS,5,2026-03-14,2025-01-01,CL0240,1,RR00075,left_only
P101106,CT,PPO,1,2026-03-08,2025-01-01,CL0674,5,RR00007,left_only
P101106,CT,PPO,1,2026-03-08,2025-01-01,CL0890,3,RR00011,left_only
P101109,NY,EPO,5,2025-08-27,2025-01-01,CL0077,4,RR00060,left_only
P101115,NJ,POS,2,2026-01-03,2025-01-01,CL0002,4,RR00124,left_only
P101117,TX,HMO,1,2025-02-14,2025-01-01,CL0317,2,RR00253,left_only
P101120,IL,PPO,4,2025-07-26,2025-01-01,CL0078,2,RR00324,left_only
P101127,NJ,EPO,5,2025-04-06,2025-01-01,CL0581,4,RR00107,left_only
P101134,PA,POS,1,2026-02-27,2025-01-01,CL0612,1,RR00189,left_only
P101138,OH,EPO,3,2026-10-24,2025-01-01,CL0473,5,RR00395,left_only
P101139,TX,EPO,3,2026-07-19,2025-01-01,CL0490,5,RR00260,left_only
P101141,TX,PPO,3,2025-03-07,2025-01-01,CL0690,2,RR00237,left_only
P101144,NJ,POS,1,2026-12-18,2025-01-01,CL0294,1,RR00117,left_only
P101146,NY,PPO,2,2025-05-17,2025-01-01,CL0930,5,RR00047,left_only
P101147,NY,POS,1,2026-10-09,2025-01-01,CL0023,2,RR00072,left_only
P101152,NY,PPO,3,2025-11-30,2025-01-01,CL0067,5,RR00051,left_only
P101155,TX,HMO,2,2025-08-31,2025-01-01,CL0434,5,RR00250,left_only
P101161,NY,POS,4,2026-10-10,2025-01-01,CL0872,2,RR00077,left_only
P101163,NJ,EPO,5,2025-05-29,2025-01-01,CL0519,2,RR00111,left_only
P101164,MA,PPO,3,2026-08-22,2025-01-01,CL0073,5,RR00130,left_only
P101168,CT,HMO,3,2025-04-16,2025-01-01,CL0528,2,RR00017,left_only
P101169,OH,EPO,4,2025-10-10,2025-01-01,CL0898,5,RR00396,left_only
P101170,FL,PPO,3,2025-04-14,2025-01-01,CL0048,4,RR00282,left_only
P101170,FL,PPO,3,2025-04-14,2025-01-01,CL0904,4,RR00284,left_only
P101172,CT,EPO,1,2026-10-20,2025-01-01,CL0928,1,RR00025,left_only
P101174,NJ,EPO,2,2025-04-23,2025-01-01,CL0581,4,RR00107,left_only
P101175,CT,HMO,5,2025-11-04,2025-01-01,CL0043,5,RR00014,left_only
P101176,IL,POS,4,2025-02-22,2025-01-01,CL0064,1,RR00358,left_only
P101176,IL,POS,4,2025-02-22,2025-01-01,CL0214,2,RR00362,left_only
P101176,IL,POS,4,2025-02-22,2025-01-01,CL0631,5,RR00369,left_only
P101178,NY,EPO,4,2026-09-08,2025-01-01,CL0877,5,RR00062,left_only
P101188,TX,EPO,2,2025-02-28,2025-01-01,CL0636,4,RR00263,left_only
P101188,TX,EPO,2,2025-02-28,2025-01-01,CL0307,1,RR00264,left_only
P101189,PA,HMO,2,2026-06-13,2025-01-01,CL0046,4,RR00175,left_only
P101190,CA,EPO,1,2025-03-19,2025-01-01,CL0243,5,RR00220,left_only
P101192,PA,EPO,5,2025-10-29,2025-01-01,CL0211,5,RR00188,left_only
P101193,OH,HMO,2,2026-11-09,2025-01-01,CL0659,3,RR00378,left_only
P101193,OH,HMO,2,2026-11-09,2025-01-01,CL0536,2,RR00384,left_only
P101194,MA,EPO,3,2025-04-22,2025-01-01,CL0983,2,RR00149,left_only
P101197,NY,POS,3,2025-05-25,2025-01-01,CL0750,4,RR00079,left_only
P101197,NY,POS,3,2025-05-25,2025-01-01,CL0163,5,RR00081,left_only
P101198,CT,PPO,3,2026-10-30,2025-01-01,CL0522,4,RR00001,left_only
P101204,PA,HMO,4,2026-05-21,2025-01-01,CL0922,5,RR00183,left_only
P101208,IL,POS,2,2025-01-12,2025-01-01,CL0010,3,RR00367,left_only
P101209,CA,POS,4,2025-03-16,2025-01-01,CL0429,2,RR00231,left_only
P101210,FL,PPO,1,2025-07-31,2025-01-01,CL0990,2,RR00283,left_only
P101216,CT,EPO,1,2025-01-09,2025-01-01,CL0426,4,RR00027,left_only
P101220,NY,EPO,3,2026-11-08,2025-01-01,CL0311,3,RR00063,left_only
P101223,NJ,EPO,1,2026-12-05,2025-01-01,CL0500,4,RR00109,left_only
P101225,MA,EPO,3,2026-11-22,2025-01-01,CL0521,3,RR00148,left_only
P101228,PA,POS,5,2026-03-20,2025-01-01,CL0612,1,RR00189,left_only
P101230,MA,HMO,3,2025-03-20,2025-01-01,CL0803,3,RR00131,left_only
P101230,MA,HMO,3,2025-03-20,2025-01-01,CL0092,3,RR00142,left_only
P101233,FL,POS,5,2026-09-15,2025-01-01,CL0118,3,RR00316,left_only
P101234,NJ,HMO,3,2026-04-01,2025-01-01,CL0069,5,RR00103,left_only
P101236,NY,POS,1,2025-09-04,2025-01-01,CL0802,5,RR00078,left_only
P101237,TX,POS,1,2025-08-22,2025-01-01,CL0950,3,RR00277,left_only
P101238,FL,EPO,3,2026-08-17,2025-01-01,CL0856,3,RR00306,left_only
P101244,OH,EPO,3,2025-06-10,2025-01-01,CL0049,2,RR00388,left_only
P101249,MA,PPO,1,2025-01-26,2025-01-01,CL0539,3,RR00127,left_only
P101249,MA,PPO,1,2025-01-26,2025-01-01,CL0073,5,RR00130,left_only
P101255,PA,PPO,1,2026-04-13,2025-01-01,CL0563,5,RR00163,left_only
P101255,PA,PPO,1,2026-04-13,2025-01-01,CL0182,4,RR00168,left_only
P101257,IL,PPO,3,2026-10-16,2025-01-01,CL0296,3,RR00320,left_only
P101258,FL,EPO,3,2025-02-15,2025-01-01,CL0856,3,RR00306,left_only
P101261,IL,POS,2,2026-09-20,2025-01-01,CL0844,4,RR00363,left_only
P101264,IL,EPO,3,2026-12-07,2025-01-01,CL0107,4,RR00349,left_only
P101265,TX,EPO,5,2025-09-30,2025-01-01,CL0311,4,RR00258,left_only
P101273,NJ,HMO,4,2025-08-16,2025-01-01,CL0760,3,RR00095,left_only
P101277,OH,PPO,2,2025-10-14,2025-01-01,CL0905,1,RR00374,left_only
P101278,IL,HMO,5,2026-05-26,2025-01-01,CL0476,2,RR00337,left_only
P101279,TX,POS,1,2026-08-01,2025-01-01,CL0274,4,RR00274,left_only
P101280,CT,EPO,5,2026-04-03,2025-01-01,CL0803,5,RR00029,left_only
P101280,CT,EPO,5,2026-04-03,2025-01-01,CL0635,1,RR00032,left_only
P101282,NJ,EPO,4,2026-05-08,2025-01-01,CL0441,5,RR00112,left_only
P101283,FL,POS,5,2025-05-30,2025-01-01,CL0390,4,RR00312,left_only
P101284,PA,EPO,4,2025-01-23,2025-01-01,CL0863,2,RR00184,left_only
P101289,CA,EPO,1,2025-05-28,2025-01-01,CL0090,3,RR00218,left_only
P101291,IL,PPO,2,2025-04-19,2025-01-01,CL0078,2,RR00324,left_only
P101291,IL,PPO,2,2025-04-19,2025-01-01,CL0393,2,RR00327,left_only
P101293,IL,PPO,2,2025-05-01,2025-01-01,CL0649,3,RR00319,left_only
P101294,OH,PPO,1,2025-10-22,2025-01-01,CL0905,1,RR00374,left_only
P101295,IL,EPO,4,2025-04-30,2025-01-01,CL0531,3,RR00354,left_only
