Policy_ID,State,Product,Policy_Version,Effective_Date,Employer_Size,Market_Segment,Status
P101327,OH,EPO,3,2025-11-04,Large,Commercial,Active
P101328,TX,PPO,1,2025-09-19,Small,Medicare,Active
P101329,TX,EPO,3,2026-09-23,Small,Commercial,Active
P101330,TX,POS,1,2026-11-11,Large,Commercial,Active
P101331,FL,PPO,5,2026-12-02,Small,Commercial,Active
P101332,CT,POS,4,2026-03-28,Small,Commercial,Active
P101333,MA,POS,2,2025-09-08,Small,Commercial,Active
P101334,CA,EPO,5,2025-11-20,Large,Medicaid,Active
P101335,IL,POS,1,2025-08-17,Small,Medicare,Active
P101336,NY,EPO,1,2026-12-03,Large,Commercial,Active
P101337,CT,HMO,1,2026-09-28,Large,Medicare,Active
P101338,OH,EPO,1,2026-08-19,Small,Medicaid,Active
P101339,NY,POS,2,2025-10-24,Large,Commercial,Active
P101340,TX,HMO,3,2026-12-28,Small,Commercial,Active
P101341,NJ,EPO,4,2025-08-25,Large,Commercial,Active
P101342,OH,POS,2,2026-09-17,Small,Commercial,Active
P101343,NY,PPO,1,2025-08-05,Small,Commercial,Active
P101344,TX,PPO,2,2025-09-03,Large,Commercial,Active
P101345,NY,EPO,5,2026-03-24,Small,Commercial,Active
P101346,NJ,EPO,1,2025-11-15,Large,Commercial,Active
P101347,TX,PPO,4,2026-03-08,Large,Commercial,Active
P101348,MA,POS,1,2026-02-08,Small,Commercial,Active
P101349,CT,POS,4,2025-02-06,Small,Commercial,Expired
P101350,PA,POS,4,2026-07-30,Large,Commercial,Active
P101351,IL,EPO,3,2025-12-08,Small,Commercial,Active
P101352,FL,HMO,3,2026-01-24,Large,Commercial,Active
P101353,IL,HMO,2,2025-02-03,Large,Medicaid,Active
P101354,OH,HMO,2,2025-02-08,Large,Commercial,Active
P101355,IL,HMO,4,2026-08-02,Large,Commercial,Expired
P101356,TX,HMO,1,2025-07-28,Small,Commercial,Active
P101357,MA,EPO,5,2025-06-01,Large,Commercial,Active
P101358,PA,EPO,5,2025-12-31,Large,Commercial,Active
P101359,CT,HMO,1,2025-07-18,Large,Commercial,Active
P101360,CT,EPO,1,2026-08-24,Small,Medicare,Active
P101361,NJ,EPO,3,2025-03-20,Small,Commercial,Expired
P101362,FL,HMO,5,2026-04-22,Large,Commercial,Active
P101363,NY,POS,4,2026-03-10,Small,Medicare,Active
P101364,MA,EPO,2,2025-02-01,Small,Commercial,Active
P101365,NY,POS,3,2025-03-28,Small,Commercial,Active
P101366,PA,EPO,5,2026-07-05,Small,Commercial,Active
P101367,IL,EPO,1,2026-01-28,Small,Medicare,Active
P101368,CT,HMO,5,2026-09-05,Small,Medicare,Expired
P101369,PA,EPO,4,2025-09-01,Small,Commercial,Active
P101370,IL,PPO,3,2025-08-20,Large,Commercial,Active
P101371,CT,PPO,1,2026-08-03,Small,Medicare,Expired
P101372,IL,HMO,4,2025-07-11,Small,Commercial,Active
P101373,FL,POS,2,2026-06-24,Small,Medicare,Active
P101374,MA,POS,3,2025-09-27,Small,Commercial,Expired
P101375,OH,POS,4,2025-03-18,Large,Medicaid,Active
P101376,PA,PPO,4,2025-06-16,Large,Medicare,Active
P101377,PA,POS,1,2025-10-11,Small,Commercial,Active
P101378,CA,POS,2,2026-12-05,Small,Commercial,Active
P101379,TX,HMO,4,2025-03-30,Large,Commercial,Active
P101380,FL,POS,3,2026-06-28,Small,Commercial,Active
P101381,FL,PPO,4,2026-10-11,Small,Commercial,Active
P101382,NY,PPO,5,2025-06-05,Small,Commercial,Active
P101383,IL,PPO,3,2025-09-07,Small,Commercial,Active
P101384,TX,HMO,3,2025-04-05,Small,Commercial,Active
P101385,MA,HMO,4,2025-01-17,Small,Medicare,Active
P101386,MA,EPO,1,2025-04-27,Small,Commercial,Active
P101387,FL,POS,3,2025-11-29,Small,Medicare,Active
P101388,MA,HMO,5,2026-06-06,Small,Commercial,Active
P101389,CA,PPO,1,2025-03-21,Small,Commercial,Active
P101390,PA,PPO,1,2026-10-08,Small,Commercial,Expired
P101391,NJ,HMO,1,2026-03-08,Small,Commercial,Expired
P101392,OH,HMO,3,2025-07-22,Small,Commercial,Active
P101393,NY,HMO,1,2025-04-26,Large,Commercial,Expired
P101394,IL,EPO,4,2025-08-08,Large,Medicaid,Active
P101395,OH,PPO,1,2025-09-10,Small,Commercial,Active
P101396,IL,EPO,5,2025-06-18,Small,Medicare,Active
P101397,CT,EPO,2,2025-11-12,Large,Commercial,Active
P101398,OH,POS,5,2026-12-18,Small,Commercial,Active
P101399,NJ,PPO,3,2026-01-07,Small,Commercial,Active
P101400,FL,PPO,1,2026-08-06,Large,Medicare,Active
P101401,CA,HMO,1,2025-06-05,Large,Commercial,Expired
P101402,PA,HMO,4,2026-09-06,Small,Medicare,Expired
P101403,PA,POS,1,2025-01-13,Small,Commercial,Active
P101404,CA,EPO,5,2026-05-23,Large,Commercial,Active
P101405,TX,HMO,3,2026-04-10,Small,Commercial,Active
P101406,CT,HMO,2,2025-08-08,Large,Commercial,Active
P101407,IL,PPO,1,2025-01-15,Small,Commercial,Expired
P101408,NJ,PPO,2,2025-04-27,Small,Commercial,Expired
P101409,MA,HMO,1,2025-11-27,Small,Commercial,Expired
P101410,OH,PPO,3,2025-02-25,Large,Commercial,Active
P101411,CT,POS,5,2025-12-17,Large,Commercial,Expired
P101412,OH,HMO,3,2025-05-12,Small,Commercial,Active
P101413,NJ,PPO,2,2025-08-14,Large,Commercial,Active
P101414,NY,POS,1,2025-11-04,Small,Commercial,Active
P101415,NY,PPO,2,2026-04-20,Large,Medicare,Expired
P101416,CT,PPO,5,2025-08-10,Large,Medicare,Expired
P101417,FL,PPO,3,2025-06-22,Small,Commercial,Active
P101418,NJ,HMO,2,2025-12-06,Small,Commercial,Active
P101419,NJ,EPO,2,2026-05-21,Large,Commercial,Expired
P101420,CA,PPO,5,2025-06-06,Large,Medicare,Active
P101421,FL,POS,1,2025-05-31,Small,Medicare,Active
P101422,IL,HMO,2,2026-11-28,Small,Commercial,Active
P101423,IL,HMO,5,2025-06-27,Large,Medicare,Active
P101424,MA,POS,1,2026-06-17,Small,Commercial,Expired
P101425,PA,PPO,1,2025-04-22,Small,Commercial,Active
P101426,NY,EPO,3,2026-11-14,Small,Medicaid,Active
P101427,IL,PPO,5,2025-05-18,Large,Medicare,Active
P101428,FL,POS,1,2025-08-21,Small,Medicare,Active
P101429,NJ,HMO,3,2025-11-28,Small,Commercial,Active
P101430,IL,EPO,4,2026-06-26,Small,Commercial,Expired
P101431,NJ,HMO,5,2025-11-03,Large,Medicare,Active
P101432,IL,POS,4,2025-06-10,Large,Commercial,Expired
P101433,NY,PPO,1,2026-02-06,Large,Commercial,Expired
P101434,OH,EPO,5,2026-08-13,Small,Commercial,Active
P101435,IL,HMO,3,2025-10-05,Large,Medicare,Active
P101436,FL,HMO,1,2025-11-16,Large,Medicaid,Active
P101437,IL,HMO,5,2026-06-17,Large,Commercial,Active
P101438,PA,PPO,5,2026-05-12,Large,Medicare,Active
P101439,NY,EPO,4,2025-12-29,Small,Commercial,Active
P101440,FL,PPO,1,2026-01-07,Large,Commercial,Active
P101441,CA,PPO,3,2026-10-17,Large,Commercial,Active
P101442,FL,PPO,3,2025-02-05,Large,Commercial,Active
P101443,PA,POS,1,2025-10-30,Small,Medicare,Active
P101444,OH,POS,1,2026-03-14,Small,Medicaid,Active
P101445,NY,POS,2,2026-12-27,Large,Commercial,Active
P101446,CA,EPO,4,2025-02-01,Small,Medicare,Active
P101447,PA,PPO,1,2025-07-05,Small,Commercial,Active
P101448,PA,PPO,1,2025-06-23,Large,Commercial,Expired
P101449,CT,POS,2,2026-07-20,Small,Medicare,Active
P101450,NY,PPO,2,2026-11-04,Small,Commercial,Active
P101451,FL,PPO,5,2025-09-07,Large,Medicare,Active
P101452,NJ,HMO,3,2025-10-06,Small,Commercial,Active
P101453,OH,PPO,4,2026-11-14,Small,Medicare,Active
P101454,NJ,HMO,5,2026-11-26,Small,Commercial,Active
P101455,FL,PPO,1,2025-01-02,Small,Commercial,Active
P101456,FL,EPO,2,2025-07-13,Small,Commercial,Active
P101457,NY,POS,3,2025-06-15,Small,Commercial,Active
P101458,FL,HMO,5,2025-04-20,Small,Commercial,Active
P101459,CT,POS,3,2026-01-15,Small,Commercial,Active
P101460,CA,HMO,2,2026-08-06,Small,Medicare,Active
P101461,FL,HMO,5,2026-11-07,Large,Medicare,Active
P101462,NJ,HMO,5,2025-10-12,Small,Medicaid,Active
P101463,FL,EPO,3,2026-02-25,Large,Medicare,Active
P101464,CT,PPO,2,2025-04-23,Small,Medicare,Active
P101465,IL,HMO,1,2025-08-16,Large,Commercial,Active
P101466,IL,EPO,5,2026-04-16,Large,Medicare,Active
P101467,PA,HMO,1,2026-06-12,Small,Medicare,Active
P101468,OH,PPO,2,2026-05-11,Small,Commercial,Active
P101469,MA,HMO,5,2025-01-31,Small,Commercial,Active
P101470,CA,EPO,5,2025-06-11,Large,Commercial,Active
P101471,TX,PPO,1,2026-12-06,Small,Medicaid,Active
P101472,PA,EPO,4,2026-12-23,Large,Commercial,Active
P101473,OH,PPO,1,2026-01-13,Small,Medicaid,Active
P101474,IL,PPO,1,2026-03-22,Small,Commercial,Active
P101475,NJ,POS,4,2026-03-03,Small,Commercial,Active
P101476,TX,POS,2,2026-11-27,Large,Medicaid,Active
P101477,OH,POS,2,2026-05-19,Small,Commercial,Active
P101478,OH,PPO,5,2026-06-11,Large,Commercial,Active
P101479,PA,HMO,3,2026-12-22,Small,Commercial,Active
P101480,TX,EPO,3,2026-11-15,Small,Medicare,Active
P101481,NY,EPO,5,2026-06-16,Large,Commercial,Active
P101482,MA,EPO,3,2026-08-05,Large,Commercial,Active
P101483,NY,POS,1,2026-06-04,Small,Commercial,Expired
P101484,TX,PPO,1,2025-02-03,Small,Commercial,Active
P101485,NY,POS,4,2026-11-22,Large,Commercial,Active
P101486,CT,HMO,4,2026-05-05,Small,Medicare,Active
P101487,IL,PPO,5,2026-09-12,Large,Medicare,Active
P101488,CT,EPO,5,2026-02-27,Small,Medicare,Expired
P101489,FL,POS,5,2026-04-13,Small,Commercial,Active
P101490,NY,POS,1,2025-01-24,Large,Commercial,Active
P101491,FL,HMO,3,2025-08-04,Small,Medicaid,Active
P101492,NJ,HMO,5,2025-02-24,Large,Commercial,Active
P101493,CA,POS,5,2025-01-26,Large,Commercial,Active
P101494,NJ,HMO,1,2025-10-08,Large,Medicaid,Active
P101495,TX,EPO,1,2025-11-23,Small,Commercial,Active
P101496,OH,HMO,1,2025-07-05,Large,Medicare,Active
P101497,IL,HMO,3,2026-05-10,Large,Commercial,Active
P101498,NY,POS,5,2025-01-12,Small,Commercial,Active
P101499,PA,POS,2,2026-10-03,Small,Medicaid,Active
P101500,CA,PPO,2,2026-03-10,Small,Commercial,Expired
P101501,MA,PPO,5,2025-07-27,Large,Commercial,Active
P101502,MA,POS,5,2025-05-13,Large,Commercial,Active
P101503,MA,HMO,5,2025-12-05,Large,Commercial,Active
P101504,NY,HMO,5,2025-07-15,Large,Commercial,Active
P101505,MA,PPO,3,2025-09-19,Small,Medicare,Expired
P101506,CT,PPO,2,2025-10-09,Small,Commercial,Active
P101507,CA,PPO,4,2026-01-04,Small,Commercial,Active
P101508,CT,EPO,2,2025-04-13,Small,Commercial,Active
P101509,OH,EPO,2,2026-09-24,Small,Commercial,Active
P101510,CA,PPO,1,2025-07-02,Large,Commercial,Active
P101511,CT,HMO,5,2026-02-27,Large,Medicare,Active
P101512,CA,PPO,5,2025-01-09,Small,Medicare,Active
P101513,OH,EPO,5,2026-07-11,Large,Commercial,Active
P101514,FL,HMO,1,2025-09-01,Small,Commercial,Active
P101515,NY,EPO,3,2026-09-16,Small,Commercial,Active
P101516,NY,HMO,3,2026-07-21,Large,Commercial,Active
P101517,MA,EPO,4,2026-01-28,Small,Commercial,Active
P101518,NJ,HMO,3,2026-06-11,Large,Medicare,Active
P101519,MA,HMO,3,2025-02-06,Large,Commercial,Expired
P101520,TX,HMO,5,2025-06-27,Large,Commercial,Active
P101521,CT,HMO,2,2026-10-01,Small,Medicare,Expired
P101522,CA,POS,3,2026-09-21,Small,Commercial,Active
P101523,NJ,EPO,3,2025-03-13,Small,Commercial,Active
P101524,OH,EPO,1,2025-12-18,Large,Commercial,Active
P101525,TX,POS,4,2026-09-15,Large,Medicaid,Active
P101526,OH,HMO,1,2025-05-29,Small,Commercial,Active
P101527,NY,HMO,5,2026-11-28,Large,Commercial,Active
P101528,NY,EPO,2,2025-04-15,Small,Commercial,Active
P101529,MA,POS,4,2026-10-21,Small,Medicare,Active
P101530,CT,HMO,1,2025-08-09,Large,Commercial,Active
P101531,NJ,HMO,3,2026-01-09,Large,Medicaid,Active
P101532,IL,HMO,3,2026-06-02,Small,Medicare,Active
P101533,TX,PPO,4,2025-09-17,Small,Commercial,Active
P101534,TX,POS,3,2025-10-26,Small,Commercial,Active
P101535,MA,HMO,1,2025-02-11,Small,Commercial,Expired
P101536,NY,PPO,1,2026-05-07,Large,Commercial,Active
P101537,MA,POS,3,2026-03-15,Small,Medicaid,Active
P101538,CA,HMO,3,2025-02-16,Small,Commercial,Expired
P101539,NJ,EPO,5,2025-03-26,Small,Commercial,Active
P101540,CT,PPO,2,2026-11-17,Large,Commercial,Active
P101541,FL,PPO,4,2025-02-27,Large,Commercial,Expired
P101542,PA,HMO,1,2026-12-12,Large,Commercial,Expired
P101543,PA,HMO,4,2025-07-28,Small,Commercial,Active
P101544,MA,PPO,5,2025-09-05,Large,Commercial,Active
P101545,CA,EPO,1,2025-07-30,Small,Commercial,Active
P101546,NJ,EPO,5,2025-02-08,Large,Commercial,Active
P101547,IL,POS,5,2025-09-09,Large,Commercial,Active
P101548,PA,HMO,3,2026-10-05,Small,Commercial,Expired
P101549,NJ,EPO,4,2026-02-17,Small,Commercial,Active
P101550,CT,POS,4,2026-03-22,Small,Commercial,Expired
P101551,OH,EPO,3,2025-02-21,Small,Commercial,Active
P101552,CA,HMO,4,2026-01-09,Small,Medicaid,Active
P101553,NY,POS,3,2026-06-10,Large,Commercial,Expired
P101554,NJ,POS,1,2025-06-05,Small,Commercial,Active
P101555,CT,POS,5,2026-06-26,Large,Commercial,Active
P101556,IL,EPO,5,2025-03-31,Large,Commercial,Active
P101557,FL,HMO,4,2026-11-10,Large,Medicare,Active
P101558,NY,POS,2,2025-12-17,Small,Commercial,Active
P101559,FL,PPO,5,2025-03-10,Small,Medicare,Active
P101560,IL,HMO,3,2025-06-12,Small,Commercial,Active
P101561,CT,PPO,2,2025-08-30,Small,Commercial,Active
P101562,PA,PPO,2,2026-05-10,Large,Medicare,Active
P101563,FL,POS,5,2026-01-18,Small,Commercial,Active
P101564,NY,POS,5,2025-02-21,Small,Medicare,Active
P101565,MA,EPO,5,2026-10-16,Small,Commercial,Active
P101566,TX,EPO,3,2025-03-04,Large,Medicare,Active
P101567,NJ,EPO,2,2026-05-24,Small,Commercial,Active
P101568,PA,HMO,4,2025-10-19,Small,Commercial,Active
P101569,FL,EPO,3,2025-04-01,Small,Medicaid,Active
P101570,OH,PPO,1,2026-10-26,Small,Commercial,Active
P101571,NJ,EPO,5,2026-02-28,Large,Commercial,Active
P101572,MA,POS,2,2026-10-31,Small,Medicare,Active
P101573,IL,EPO,3,2025-12-31,Large,Commercial,Active
P101574,TX,HMO,1,2025-05-30,Small,Commercial,Expired
P101575,CT,HMO,3,2025-09-28,Small,Medicaid,Expired
P101576,MA,PPO,3,2026-08-04,Small,Commercial,Active
P101577,MA,HMO,4,2025-04-26,Small,Commercial,Active
P101578,IL,EPO,4,2026-12-05,Large,Commercial,Expired
P101579,CA,POS,3,2026-05-31,Small,Commercial,Active
P101580,IL,HMO,1,2026-08-10,Large,Commercial,Active
P101581,CA,PPO,2,2025-08-29,Small,Commercial,Active
P101582,CA,EPO,2,2025-01-30,Large,Medicare,Expired
P101583,PA,PPO,5,2025-05-23,Large,Commercial,Active
P101584,PA,HMO,5,2025-11-22,Large,Medicaid,Active
P101585,NY,HMO,2,2026-11-26,Small,Medicare,Active
P101586,FL,PPO,3,2025-01-16,Large,Medicaid,Expired
P101587,FL,EPO,3,2025-04-21,Large,Commercial,Active
P101588,CT,HMO,4,2026-12-14,Small,Commercial,Active
P101589,FL,POS,4,2025-04-17,Small,Commercial,Active
P101590,PA,HMO,5,2026-01-14,Small,Commercial,Active
P101591,NY,EPO,2,2025-06-11,Small,Commercial,Active
P101592,NY,HMO,3,2025-10-10,Small,Medicare,Active
P101593,CA,PPO,2,2025-09-26,Small,Commercial,Active
P101594,IL,HMO,1,2026-04-29,Large,Commercial,Active
P101595,CT,HMO,2,2026-10-29,Small,Commercial,Active
P101596,CA,EPO,1,2025-03-14,Large,Medicare,Active
P101597,IL,PPO,4,2025-07-16,Small,Medicaid,Active
P101598,FL,EPO,4,2025-08-31,Large,Commercial,Active
P101599,CA,HMO,5,2026-08-21,Small,Commercial,Active
P101600,NJ,POS,2,2025-09-16,Large,Medicaid,Active
P101601,FL,HMO,2,2025-05-29,Small,Commercial,Active
P101602,IL,EPO,1,2026-01-25,Small,Medicare,Active
P101603,CT,POS,4,2026-02-20,Large,Commercial,Active
P101604,IL,EPO,1,2026-03-02,Small,Commercial,Active
P101605,CA,EPO,4,2026-12-03,Small,Commercial,Active
P101606,CA,PPO,1,2025-08-05,Small,Medicare,Expired
P101607,MA,POS,4,2025-03-27,Large,Commercial,Active
P101608,CT,HMO,1,2025-08-04,Small,Commercial,Active
P101609,OH,EPO,4,2026-02-27,Large,Commercial,Active
P101610,FL,HMO,1,2025-11-16,Small,Commercial,Active
P101611,NY,PPO,2,2025-04-28,Small,Medicare,Active
P101612,CT,PPO,5,2026-02-19,Large,Medicare,Active
P101613,NY,POS,1,2026-08-22,Small,Commercial,Expired
P101614,CT,PPO,5,2025-02-09,Large,Medicare,Active
P101615,CT,PPO,2,2025-06-10,Small,Commercial,Active
P101616,IL,HMO,2,2026-12-04,Small,Commercial,Active
P101617,CT,PPO,4,2026-06-21,Small,Medicare,Active
P101618,MA,PPO,5,2026-02-24,Small,Commercial,Active
P101619,OH,EPO,3,2026-10-26,Large,Commercial,Active
P101620,CA,PPO,4,2025-04-05,Large,Commercial,Active
P101621,TX,EPO,5,2026-03-18,Small,Medicare,Active
P101622,NY,PPO,1,2026-07-12,Small,Commercial,Active
P101623,CA,PPO,1,2026-10-12,Small,Commercial,Active
P101624,TX,POS,2,2026-04-11,Large,Medicare,Expired
P101625,OH,POS,3,2025-10-15,Large,Medicare,Active
P101626,OH,EPO,1,2026-11-07,Small,Medicare,Active
P101627,NY,PPO,5,2026-02-16,Small,Commercial,Active
P101628,NY,HMO,5,2026-02-04,Small,Commercial,Active
P101629,OH,POS,1,2026-06-12,Large,Commercial,Active
P101630,TX,HMO,5,2025-01-18,Large,Medicare,Active
P101631,CT,POS,5,2025-05-16,Small,Medicare,Active
P101632,FL,POS,2,2026-04-09,Small,Medicaid,Active
P101633,NJ,PPO,3,2025-09-05,Small,Commercial,Active
P101634,CA,POS,2,2026-12-11,Small,Commercial,Active
P101635,IL,HMO,3,2025-01-01,Large,Commercial,Active
P101636,CA,POS,5,2026-12-03,Small,Commercial,Active
P101637,IL,EPO,3,2026-01-16,Large,Commercial,Expired
P101638,TX,PPO,5,2026-05-24,Small,Medicaid,Active
P101639,IL,PPO,5,2026-04-05,Small,Commercial,Active
P101640,NY,EPO,2,2026-05-20,Large,Commercial,Active
P101641,FL,EPO,2,2026-04-21,Small,Commercial,Active
P101642,FL,EPO,4,2026-07-11,Large,Commercial,Active
P101643,NY,POS,1,2025-02-01,Small,Medicare,Active
P101644,MA,PPO,4,2025-04-28,Small,Commercial,Active
P101645,TX,EPO,4,2025-07-03,Large,Commercial,Active
P101646,MA,POS,3,2025-07-10,Small,Commercial,Active
P101647,MA,EPO,5,2026-12-29,Small,Commercial,Active
P101648,CA,HMO,5,2025-03-15,Large,Commercial,Active
P101649,OH,HMO,5,2026-09-15,Small,Commercial,Active
P101650,CA,PPO,1,2025-04-13,Small,Commercial,Expired
P101651,OH,POS,3,2026-08-09,Large,Commercial,Active
P101652,NJ,HMO,3,2026-02-24,Small,Commercial,Expired
P101653,IL,HMO,5,2026-04-18,Small,Commercial,Active
P101654,OH,POS,4,2025-04-24,Small,Commercial,Active
P101655,NY,EPO,1,2026-01-14,Small,Commercial,Active
P101656,CA,POS,4,2025-11-09,Large,Medicaid,Active
P101657,TX,EPO,2,2025-11-26,Small,Commercial,Active
P101658,IL,HMO,3,2025-12-05,Small,Commercial,Active
P101659,NJ,HMO,3,2025-08-26,Small,Medicare,Expired
P101660,OH,HMO,4,2025-06-22,Small,Commercial,Active
P101661,NJ,PPO,1,2025-03-20,Large,Commercial,Active
P101662,TX,PPO,3,2026-04-09,Small,Commercial,Active
P101663,MA,PPO,4,2026-08-28,Large,Medicare,Active
P101664,FL,POS,1,2026-05-16,Small,Medicare,Active
P101665,TX,HMO,4,2026-07-16,Large,Medicaid,Expired
P101666,PA,HMO,1,2025-10-12,Small,Commercial,Active
P101667,TX,POS,5,2025-08-11,Small,Medicare,Active
P101668,NJ,PPO,1,2026-08-16,Large,Commercial,Active
P101669,NY,POS,2,2025-09-23,Small,Commercial,Expired
P101670,CA,PPO,5,2026-10-29,Small,Medicaid,Active
P101671,NY,HMO,4,2026-01-08,Small,Commercial,Expired
P101672,NJ,EPO,5,2025-08-21,Small,Commercial,Active
P101673,CA,PPO,5,2025-08-24,Large,Commercial,Active
P101674,PA,HMO,4,2026-11-02,Small,Medicare,Active
P101675,FL,HMO,4,2025-11-10,Large,Commercial,Active
P101676,IL,EPO,2,2026-01-15,Small,Commercial,Active
P101677,NJ,HMO,4,2026-09-06,Large,Commercial,Active
P101678,OH,HMO,3,2026-07-17,Small,Commercial,Active
P101679,NJ,PPO,3,2026-02-24,Large,Medicaid,Expired
P101680,NJ,PPO,2,2025-02-21,Small,Commercial,Active
P101681,CA,EPO,1,2026-12-22,Small,Commercial,Expired
P101682,CT,EPO,1,2026-10-05,Large,Commercial,Active
P101683,TX,HMO,3,2026-05-24,Small,Commercial,Active
P101684,CT,PPO,4,2025-07-24,Small,Commercial,Expired
P101685,PA,EPO,2,2025-09-14,Large,Commercial,Active
P101686,OH,EPO,1,2025-07-04,Small,Medicaid,Active
P101687,FL,POS,1,2025-05-25,Small,Commercial,Active
P101688,MA,EPO,5,2026-11-21,Small,Commercial,Expired
P101689,PA,HMO,3,2025-01-14,Large,Commercial,Active
P101690,MA,PPO,4,2025-09-03,Small,Commercial,Active
P101691,MA,EPO,2,2025-07-06,Large,Commercial,Active
P101692,FL,POS,1,2025-12-03,Large,Commercial,Active
P101693,NY,PPO,5,2025-09-16,Large,Medicaid,Expired
P101694,CT,EPO,3,2025-02-09,Small,Commercial,Active
P101695,NJ,POS,3,2026-08-24,Large,Commercial,Active
P101696,IL,EPO,2,2026-09-29,Small,Commercial,Active
P101697,MA,PPO,1,2026-02-22,Large,Commercial,Active
P101698,OH,PPO,2,2025-12-17,Small,Commercial,Active
P101699,PA,PPO,2,2025-01-09,Large,Commercial,Active
P101700,NY,HMO,5,2025-12-16,Small,Commercial,Active
P101701,MA,EPO,3,2025-03-25,Small,Commercial,Active
P101702,NY,HMO,4,2026-06-17,Small,Medicare,Active
P101703,NY,PPO,3,2025-12-24,Small,Commercial,Active
P101704,MA,POS,3,2026-01-13,Small,Commercial,Active
P101705,CA,EPO,5,2025-06-21,Small,Medicaid,Active
P101706,TX,HMO,4,2025-01-25,Small,Commercial,Active
P101707,OH,EPO,1,2026-01-28,Large,Medicare,Active
P101708,NJ,POS,4,2025-04-13,Small,Commercial,Expired
P101709,NJ,HMO,1,2026-12-03,Small,Commercial,Active
P101710,OH,PPO,4,2025-08-24,Large,Commercial,Active
P101711,CA,HMO,2,2026-02-14,Large,Commercial,Active
P101712,NJ,EPO,4,2026-07-03,Small,Commercial,Active
P101713,NY,EPO,5,2025-11-28,Small,Medicare,Active
P101714,FL,EPO,1,2026-10-26,Small,Medicare,Active
P101715,PA,EPO,3,2026-06-16,Large,Commercial,Active
P101716,CT,PPO,5,2026-10-11,Large,Medicare,Active
P101717,NJ,HMO,1,2025-01-29,Large,Medicaid,Active
P101718,OH,PPO,1,2026-06-27,Small,Commercial,Active
P101719,FL,PPO,3,2025-01-19,Large,Commercial,Active
P101720,MA,PPO,2,2025-05-28,Small,Commercial,Active
P101721,TX,EPO,5,2026-04-16,Small,Medicare,Active
P101722,OH,EPO,3,2026-05-06,Small,Medicare,Active
P101723,NY,EPO,3,2025-10-10,Small,Commercial,Active
P101724,TX,HMO,2,2026-11-06,Large,Commercial,Active
P101725,PA,POS,5,2025-04-23,Large,Medicaid,Active
P101726,PA,EPO,3,2026-03-31,Large,Commercial,Active
P101727,CA,HMO,2,2026-10-24,Small,Commercial,Expired
P101728,IL,EPO,5,2025-11-26,Large,Commercial,Active
P101729,CA,EPO,4,2025-09-12,Large,Commercial,Active
P101730,FL,PPO,1,2026-08-22,Small,Commercial,Expired
P101731,TX,PPO,2,2026-02-03,Large,Commercial,Expired
P101732,IL,PPO,1,2026-09-02,Large,Commercial,Active
P101733,MA,HMO,4,2026-05-23,Small,Medicare,Active
P101734,NY,POS,3,2026-10-06,Large,Commercial,Active
P101735,TX,POS,3,2026-04-11,Large,Commercial,Expired
P101736,CA,HMO,5,2026-02-11,Large,Commercial,Active
P101737,CT,EPO,2,2026-09-01,Large,Commercial,Active
P101738,IL,HMO,2,2025-04-08,Small,Medicaid,Active
P101739,IL,EPO,5,2025-10-17,Large,Medicare,Active
P101740,NY,HMO,1,2026-10-19,Large,Commercial,Active
P101741,NJ,HMO,3,2025-06-05,Small,Commercial,Active
P101742,PA,HMO,3,2025-06-11,Small,Commercial,Active
P101743,PA,POS,2,2026-09-16,Large,Commercial,Active
P101744,CT,PPO,2,2026-11-28,Small,Commercial,Active
P101745,FL,HMO,5,2026-12-18,Large,Commercial,Active
P101746,FL,POS,4,2025-04-07,Large,Medicaid,Active
P101747,MA,PPO,1,2026-01-12,Small,Commercial,Active
P101748,TX,PPO,4,2026-07-21,Small,Commercial,Active
P101749,OH,HMO,4,2026-03-26,Small,Commercial,Active
P101750,NJ,EPO,2,2025-04-27,Small,Commercial,Active
P101751,CA,EPO,2,2026-08-28,Large,Commercial,Active
P101752,OH,EPO,2,2026-12-17,Small,Commercial,Active
P101753,OH,HMO,4,2026-05-21,Small,Medicaid,Active
P101754,IL,EPO,1,2025-07-08,Large,Commercial,Active
P101755,CT,POS,2,2026-04-21,Large,Commercial,Active
P101756,PA,POS,3,2025-11-19,Small,Commercial,Expired
P101757,MA,POS,1,2026-08-19,Large,Medicare,Active
P101758,FL,POS,3,2025-06-29,Small,Commercial,Active
P101759,CT,PPO,1,2025-06-30,Large,Commercial,Active
P101760,IL,POS,2,2026-11-24,Small,Medicare,Expired
P101761,CA,EPO,5,2025-10-14,Small,Commercial,Active
P101762,MA,HMO,2,2026-04-20,Large,Medicaid,Active
P101763,IL,EPO,4,2026-09-10,Small,Commercial,Expired
P101764,PA,POS,4,2026-10-03,Small,Commercial,Expired
P101765,PA,PPO,1,2025-09-19,Large,Commercial,Expired
P101766,PA,POS,4,2026-06-07,Large,Commercial,Active
P101767,CT,HMO,2,2025-06-11,Small,Commercial,Active
P101768,CT,EPO,3,2026-05-02,Large,Commercial,Active
P101769,FL,HMO,2,2025-06-30,Large,Commercial,Active
P101770,FL,HMO,1,2026-12-26,Large,Medicaid,Active
P101771,CA,HMO,4,2026-04-14,Small,Commercial,Active
P101772,MA,EPO,3,2025-01-21,Large,Commercial,Active
P101773,NY,POS,5,2025-10-02,Large,Commercial,Active
P101774,NY,HMO,3,2025-09-17,Large,Commercial,Active
