Load_ID,Policy_ID,State,Product,Clause_ID,Policy_Version,Loaded_Version,Load_Date,Loaded_By
L014093,P101391,NJ,HMO,CL0304,1,4,2025-10-31,UserA
L014094,P101391,NJ,HMO,CL0760,1,3,2025-03-02,UserC
L014095,P101391,NJ,HMO,CL0050,1,4,2025-11-30,System
L014096,P101391,NJ,HMO,CL0040,1,2,2025-10-01,System
L014097,P101391,NJ,HMO,CL0397,1,4,2025-10-11,UserC
L014098,P101391,NJ,HMO,CL0087,1,5,2025-03-21,UserA
L014099,P101391,NJ,HMO,CL0446,1,4,2025-06-29,UserC
L014100,P101391,NJ,HMO,CL0990,1,1,2025-09-29,System
L014101,P101391,NJ,HMO,CL0274,1,4,2025-03-18,System
L014102,P101391,NJ,HMO,CL0069,1,5,2025-08-09,UserA
L014103,P101392,OH,HMO,CL0659,3,3,2025-10-09,System
L014104,P101392,OH,HMO,CL0382,3,3,2025-01-28,UserA
L014105,P101392,OH,HMO,CL0663,3,4,2025-12-27,UserB
L014106,P101392,OH,HMO,CL0872,3,3,2025-03-18,System
L014107,P101392,OH,HMO,CL0354,3,3,2025-06-13,System
L014108,P101392,OH,HMO,CL0449,3,5,2025-01-09,UserA
L014109,P101392,OH,HMO,CL0536,3,2,2025-06-24,UserB
L014110,P101392,OH,HMO,CL0954,3,2,2025-11-03,System
L014111,P101392,OH,HMO,CL0234,3,3,2025-03-17,System
L014112,P101393,NY,HMO,CL0102,1,5,2025-09-02,UserB
L014113,P101393,NY,HMO,CL0170,1,5,2025-05-02,System
L014114,P101393,NY,HMO,CL0117,1,1,2025-07-04,UserA
L014115,P101393,NY,HMO,CL0207,1,5,2025-02-01,UserB
L014116,P101393,NY,HMO,CL0264,1,1,2025-09-07,UserB
L014117,P101394,IL,EPO,CL0283,4,2,2025-02-26,UserC
L014118,P101394,IL,EPO,CL0714,4,1,2025-11-06,System
L014119,P101394,IL,EPO,CL0908,4,4,2025-05-24,UserB
L014120,P101394,IL,EPO,CL0770,4,3,2025-11-14,UserB
L014121,P101394,IL,EPO,CL0164,4,1,2025-03-25,UserB
L014122,P101394,IL,EPO,CL0159,4,2,2025-02-25,UserC
L014123,P101394,IL,EPO,CL0107,4,4,2025-10-06,System
L014124,P101394,IL,EPO,CL0325,4,1,2025-09-30,UserB
L014125,P101394,IL,EPO,CL0658,4,3,2025-06-15,System
L014126,P101394,IL,EPO,CL0767,4,2,2025-06-07,UserB
L014127,P101394,IL,EPO,CL0683,4,3,2025-09-06,UserA
L014128,P101394,IL,EPO,CL0531,4,3,2025-07-05,UserB
L014129,P101394,IL,EPO,CL0946,4,2,2025-03-19,UserB
L014130,P101394,IL,EPO,CL0557,4,5,2025-01-22,UserC
L014131,P101395,OH,PPO,CL0907,1,1,2025-04-18,UserB
L014132,P101395,OH,PPO,CL0603,1,4,2025-09-30,UserA
L014133,P101395,OH,PPO,CL0396,1,1,2025-09-09,UserB
L014134,P101395,OH,PPO,CL0905,1,1,2025-01-15,UserA
L014135,P101395,OH,PPO,CL0282,1,2,2025-10-31,UserA
L014136,P101395,OH,PPO,CL0924,1,5,2025-06-09,UserA
L014137,P101395,OH,PPO,CL0726,1,5,2025-07-24,UserC
L014138,P101396,IL,EPO,CL0283,5,2,2025-04-23,System
L014139,P101396,IL,EPO,CL0714,5,1,2025-06-17,System
L014140,P101396,IL,EPO,CL0908,5,4,2025-12-19,UserA
L014141,P101396,IL,EPO,CL0770,5,3,2025-09-10,UserC
L014142,P101396,IL,EPO,CL0164,5,1,2025-07-05,UserC
L014143,P101396,IL,EPO,CL0159,5,2,2025-12-13,System
L014144,P101396,IL,EPO,CL0107,5,4,2025-08-15,UserA
L014145,P101396,IL,EPO,CL0325,5,1,2025-01-16,System
L014147,P101396,IL,EPO,CL0767,5,2,2025-12-20,UserC
L014148,P101396,IL,EPO,CL0683,5,3,2025-04-21,UserC
L014150,P101396,IL,EPO,CL0946,5,2,2025-02-10,UserC
L014151,P101396,IL,EPO,CL0557,5,5,2025-02-17,UserC
L014152,P101397,CT,EPO,CL0970,2,4,2025-04-18,System
L014153,P101397,CT,EPO,CL0928,2,1,2025-06-10,UserC
L014154,P101397,CT,EPO,CL0979,2,5,2025-06-10,UserC
L014155,P101397,CT,EPO,CL0426,2,4,2025-12-25,System
L014156,P101397,CT,EPO,CL0201,2,3,2025-05-08,UserC
L014157,P101397,CT,EPO,CL0803,2,5,2025-07-29,UserC
L014158,P101397,CT,EPO,CL0874,2,4,2025-05-31,UserB
L014159,P101397,CT,EPO,CL0859,2,3,2025-09-12,UserA
L014162,P101397,CT,EPO,CL0377,2,3,2025-02-14,System
L014163,P101398,OH,POS,CL0509,5,1,2025-03-21,System
L014164,P101398,OH,POS,CL0122,5,2,2025-02-08,UserA
L014165,P101398,OH,POS,CL0569,5,2,2025-08-28,System
L014166,P101398,OH,POS,CL0366,5,3,2025-02-14,UserC
L014167,P101398,OH,POS,CL0013,5,1,2025-03-19,UserB
L014168,P101398,OH,POS,CL0391,5,3,2025-12-03,UserA
L014169,P101399,NJ,PPO,CL0327,3,3,2025-12-15,UserB
L014171,P101399,NJ,PPO,CL0672,3,4,2025-10-07,UserC
L014172,P101399,NJ,PPO,CL0618,3,3,2025-04-26,UserA
L014173,P101399,NJ,PPO,CL0045,3,4,2025-09-26,System
L014174,P101399,NJ,PPO,CL0155,3,4,2025-12-01,System
L014176,P101399,NJ,PPO,CL0806,3,3,2025-02-22,System
L014177,P101399,NJ,PPO,CL0689,3,1,2025-03-09,UserB
L014178,P101399,NJ,PPO,CL0593,3,2,2025-07-01,System
L014179,P101400,FL,PPO,CL0673,1,2,2025-02-03,UserB
L014180,P101400,FL,PPO,CL0977,1,3,2025-10-11,UserB
L014181,P101400,FL,PPO,CL0373,1,1,2025-11-02,UserC
L014182,P101400,FL,PPO,CL0050,1,2,2025-09-06,UserA
L014183,P101400,FL,PPO,CL0048,1,3,2025-04-21,UserA
L014184,P101400,FL,PPO,CL0990,1,2,2025-04-04,UserC
L014185,P101400,FL,PPO,CL0904,1,4,2025-06-28,System
L014186,P101400,FL,PPO,CL0796,1,4,2025-02-16,System
L014187,P101400,FL,PPO,CL0598,1,5,2025-10-09,UserA
L014188,P101400,FL,PPO,CL0433,1,2,2025-12-06,UserB
L014189,P101400,FL,PPO,CL0912,1,3,2025-12-28,UserB
L014190,P101400,FL,PPO,CL0273,1,4,2025-04-02,UserA
L014191,P101401,CA,HMO,CL0349,1,2,2025-07-31,UserA
L014192,P101401,CA,HMO,CL0489,1,2,2025-03-16,UserC
L014194,P101401,CA,HMO,CL0797,1,1,2025-10-24,UserB
L014195,P101401,CA,HMO,CL0051,1,5,2025-11-04,UserC
L014196,P101401,CA,HMO,CL0407,1,4,2025-07-30,UserA
L014197,P101401,CA,HMO,CL0386,1,5,2025-12-04,UserC
L014198,P101401,CA,HMO,CL0437,1,2,2025-05-14,UserC
L014199,P101401,CA,HMO,CL0926,1,2,2025-11-26,UserB
L014200,P101401,CA,HMO,CL0290,1,4,2025-03-07,UserC
L014201,P101401,CA,HMO,CL0497,1,2,2025-10-07,UserB
L014202,P101402,PA,HMO,CL0455,4,5,2025-01-28,UserA
L014203,P101402,PA,HMO,CL0371,4,2,2025-04-27,UserB
L014204,P101402,PA,HMO,CL0046,4,4,2025-11-13,System
L014205,P101402,PA,HMO,CL0251,4,2,2025-11-21,UserA
L014206,P101402,PA,HMO,CL0770,4,3,2025-04-24,UserB
L014207,P101402,PA,HMO,CL0140,4,3,2025-03-16,UserA
L014208,P101402,PA,HMO,CL0634,4,5,2025-07-21,UserC
L014209,P101402,PA,HMO,CL0699,4,3,2025-02-28,UserA
L014210,P101402,PA,HMO,CL0966,4,5,2025-01-15,UserB
L014211,P101402,PA,HMO,CL0416,4,4,2025-08-19,UserC
L014212,P101402,PA,HMO,CL0922,4,5,2025-04-15,System
L014213,P101403,PA,POS,CL0612,1,1,2025-06-14,UserA
L014214,P101403,PA,POS,CL0152,1,5,2025-07-18,UserB
L014215,P101403,PA,POS,CL0876,1,5,2025-12-20,UserA
L014216,P101403,PA,POS,CL0983,1,1,2025-02-04,UserA
L014217,P101403,PA,POS,CL0510,1,1,2025-06-11,UserB
L014218,P101403,PA,POS,CL0210,1,5,2025-09-02,System
L014219,P101403,PA,POS,CL0899,1,5,2025-10-14,UserB
L014220,P101403,PA,POS,CL0562,1,1,2025-01-19,UserA
L014221,P101404,CA,EPO,CL0909,5,4,2025-10-07,System
L014222,P101404,CA,EPO,CL0973,5,2,2025-12-06,System
L014223,P101404,CA,EPO,CL0175,5,2,2025-12-14,System
L014224,P101404,CA,EPO,CL0580,5,3,2025-07-01,System
L014225,P101404,CA,EPO,CL0306,5,1,2025-05-27,UserA
L014226,P101404,CA,EPO,CL0090,5,3,2025-06-25,UserB
L014227,P101404,CA,EPO,CL0295,5,2,2025-06-12,UserB
L014228,P101404,CA,EPO,CL0243,5,5,2025-06-24,UserC
L014229,P101404,CA,EPO,CL0918,5,3,2025-02-16,UserC
L014230,P101404,CA,EPO,CL0272,5,2,2025-09-13,UserC
L014231,P101405,TX,HMO,CL0670,3,4,2025-06-23,System
L014232,P101405,TX,HMO,CL0546,3,5,2025-04-13,System
L014233,P101405,TX,HMO,CL0681,3,3,2025-05-01,UserB
L014235,P101405,TX,HMO,CL0442,3,3,2025-05-25,UserB
L014236,P101405,TX,HMO,CL0125,3,4,2025-02-11,UserC
L014237,P101405,TX,HMO,CL0554,3,1,2025-01-29,UserB
L014238,P101405,TX,HMO,CL0156,3,5,2025-09-30,System
L014239,P101405,TX,HMO,CL0434,3,5,2025-01-14,UserB
L014240,P101405,TX,HMO,CL0770,3,1,2025-11-02,UserB
L014241,P101405,TX,HMO,CL0653,3,5,2025-11-09,UserB
L014242,P101405,TX,HMO,CL0317,3,2,2025-07-08,System
L014243,P101405,TX,HMO,CL0333,3,1,2025-12-26,UserA
L014244,P101406,CT,HMO,CL0464,2,4,2025-10-22,UserC
L014245,P101406,CT,HMO,CL0758,2,3,2025-07-02,UserA
L014246,P101406,CT,HMO,CL0043,2,5,2025-12-18,UserA
L014247,P101406,CT,HMO,CL0902,2,4,2025-02-05,UserA
L014248,P101406,CT,HMO,CL0331,2,2,2025-02-06,UserA
L014249,P101406,CT,HMO,CL0528,2,2,2025-01-14,System
L014250,P101406,CT,HMO,CL0508,2,1,2025-05-03,System
L014252,P101406,CT,HMO,CL0709,2,4,2025-06-08,UserA
L014253,P101406,CT,HMO,CL0881,2,2,2025-11-25,UserB
L014254,P101406,CT,HMO,CL0248,2,5,2025-04-12,UserB
L014255,P101406,CT,HMO,CL0631,2,1,2025-12-03,UserC
L014256,P101407,IL,PPO,CL0069,1,3,2025-03-24,UserC
L014257,P101407,IL,PPO,CL0391,1,2,2025-02-13,UserC
L014258,P101407,IL,PPO,CL0649,1,3,2025-03-09,UserB
L014259,P101407,IL,PPO,CL0296,1,3,2025-02-17,UserA
L014260,P101407,IL,PPO,CL0068,1,1,2025-02-26,UserA
L014261,P101407,IL,PPO,CL0270,1,2,2025-03-16,UserC
L014262,P101407,IL,PPO,CL0340,1,1,2025-01-22,UserC
L014263,P101407,IL,PPO,CL0078,1,2,2025-05-12,System
L014264,P101407,IL,PPO,CL0908,1,5,2025-10-29,UserC
L014265,P101407,IL,PPO,CL0384,1,3,2025-09-24,UserB
L014266,P101407,IL,PPO,CL0393,1,2,2025-10-14,UserB
L014267,P101407,IL,PPO,CL0115,1,3,2025-04-30,UserC
L014268,P101407,IL,PPO,CL0553,1,3,2025-09-03,UserC
L014269,P101407,IL,PPO,CL0666,1,4,2025-02-25,System
L014270,P101408,NJ,PPO,CL0327,2,3,2025-02-07,System
L014271,P101408,NJ,PPO,CL0023,2,5,2025-09-02,System
L014272,P101408,NJ,PPO,CL0672,2,4,2025-01-21,UserB
L014273,P101408,NJ,PPO,CL0618,2,3,2025-04-20,System
L014274,P101408,NJ,PPO,CL0045,2,4,2025-04-04,UserA
L014275,P101408,NJ,PPO,CL0155,2,4,2025-05-16,UserA
L014276,P101408,NJ,PPO,CL0306,2,5,2025-08-19,UserA
L014277,P101408,NJ,PPO,CL0806,2,3,2025-01-08,System
L014279,P101408,NJ,PPO,CL0593,2,2,2025-10-17,UserB
L014280,P101409,MA,HMO,CL0803,1,3,2025-09-08,System
L014281,P101409,MA,HMO,CL0404,1,2,2025-12-27,UserC
L014282,P101409,MA,HMO,CL0033,1,4,2025-03-28,UserC
L014283,P101409,MA,HMO,CL0507,1,2,2025-07-23,System
L014285,P101409,MA,HMO,CL0724,1,4,2025-08-29,UserA
L014286,P101409,MA,HMO,CL0483,1,4,2025-11-16,UserC
L014287,P101409,MA,HMO,CL0913,1,1,2025-09-15,UserA
L014288,P101409,MA,HMO,CL0842,1,5,2025-04-19,UserB
L014289,P101409,MA,HMO,CL0123,1,1,2025-09-13,UserC
L014290,P101409,MA,HMO,CL0247,1,1,2025-10-09,System
L014291,P101409,MA,HMO,CL0092,1,3,2025-08-08,UserA
L014292,P101409,MA,HMO,CL0387,1,1,2025-03-24,UserA
L014293,P101410,OH,PPO,CL0907,3,1,2025-04-17,UserA
L014294,P101410,OH,PPO,CL0603,3,4,2025-03-10,System
L014295,P101410,OH,PPO,CL0396,3,1,2025-04-07,System
L014296,P101410,OH,PPO,CL0905,3,1,2025-07-31,UserA
L014297,P101410,OH,PPO,CL0282,3,2,2025-10-13,System
L014298,P101410,OH,PPO,CL0924,3,5,2025-08-25,UserC
L014299,P101410,OH,PPO,CL0726,3,5,2025-01-08,UserB
L014300,P101411,CT,POS,CL0034,5,5,2025-10-21,UserC
L014301,P101411,CT,POS,CL0080,5,4,2025-07-08,System
L014302,P101411,CT,POS,CL0095,5,1,2025-03-22,UserB
L014303,P101411,CT,POS,CL0187,5,5,2025-04-18,UserA
L014304,P101411,CT,POS,CL0458,5,2,2025-11-17,UserA
L014305,P101411,CT,POS,CL0624,5,4,2025-03-08,UserB
L014306,P101411,CT,POS,CL0848,5,5,2025-06-23,UserC
L014307,P101411,CT,POS,CL0085,5,4,2025-12-12,UserA
L014308,P101411,CT,POS,CL0707,5,4,2025-12-17,UserA
L014309,P101411,CT,POS,CL0805,5,2,2025-11-24,UserA
L014310,P101411,CT,POS,CL0657,5,3,2025-02-12,System
L014311,P101412,OH,HMO,CL0659,3,3,2025-07-06,UserC
L014313,P101412,OH,HMO,CL0663,3,4,2025-07-19,UserB
L014314,P101412,OH,HMO,CL0872,3,3,2025-02-08,UserB
L014315,P101412,OH,HMO,CL0354,3,3,2025-08-08,System
L014316,P101412,OH,HMO,CL0449,3,5,2025-11-03,UserA
L014317,P101412,OH,HMO,CL0536,3,2,2025-01-04,System
L014318,P101412,OH,HMO,CL0954,3,2,2025-05-01,UserC
L014319,P101412,OH,HMO,CL0234,3,3,2025-12-02,UserA
L014320,P101413,NJ,PPO,CL0327,2,2,2025-03-18,UserB
L014321,P101413,NJ,PPO,CL0023,2,5,2025-06-28,UserC
L014322,P101413,NJ,PPO,CL0672,2,4,2025-05-13,UserB
L014323,P101413,NJ,PPO,CL0618,2,3,2025-11-07,UserC
L014324,P101413,NJ,PPO,CL0045,2,4,2025-08-17,UserC
L014325,P101413,NJ,PPO,CL0155,2,4,2025-10-03,UserC
L014326,P101413,NJ,PPO,CL0306,2,5,2025-06-01,UserB
L014327,P101413,NJ,PPO,CL0806,2,3,2025-06-13,System
L014328,P101413,NJ,PPO,CL0689,2,1,2025-10-17,System
L014329,P101413,NJ,PPO,CL0593,2,2,2025-04-19,UserA
L014330,P101414,NY,POS,CL0331,1,4,2025-05-06,UserB
L014331,P101414,NY,POS,CL0317,1,2,2025-08-28,UserA
L014332,P101414,NY,POS,CL0023,1,2,2025-11-06,UserA
L014333,P101414,NY,POS,CL0257,1,1,2025-12-11,UserC
L014334,P101414,NY,POS,CL0747,1,5,2025-05-26,UserC
L014335,P101414,NY,POS,CL0240,1,1,2025-09-09,System
L014336,P101414,NY,POS,CL0909,1,2,2025-07-02,System
L014337,P101414,NY,POS,CL0872,1,2,2025-11-05,UserA
L014339,P101414,NY,POS,CL0750,1,4,2025-03-13,UserA
L014340,P101414,NY,POS,CL0937,1,4,2025-08-07,System
L014341,P101414,NY,POS,CL0163,1,5,2025-07-26,UserA
L014342,P101414,NY,POS,CL0982,1,5,2025-06-22,System
L014343,P101415,NY,PPO,CL0654,2,3,2025-05-21,UserB
L014344,P101415,NY,PPO,CL0930,2,5,2025-09-29,UserB
L014345,P101415,NY,PPO,CL0647,2,1,2025-08-02,UserA
L014346,P101415,NY,PPO,CL0223,2,4,2025-09-26,System
L014347,P101415,NY,PPO,CL0891,2,3,2025-01-20,UserB
L014348,P101415,NY,PPO,CL0067,2,5,2025-03-07,System
L014349,P101415,NY,PPO,CL0987,2,4,2025-10-30,System
L014350,P101415,NY,PPO,CL0437,2,2,2025-05-27,UserB
L014351,P101415,NY,PPO,CL0641,2,4,2025-06-14,UserA
L014352,P101416,CT,PPO,CL0522,5,4,2025-11-06,UserA
L014353,P101416,CT,PPO,CL0942,5,2,2025-01-06,UserB
L014354,P101416,CT,PPO,CL0742,5,5,2025-01-14,UserC
L014355,P101416,CT,PPO,CL0981,5,2,2025-05-12,System
L014356,P101416,CT,PPO,CL0412,5,4,2025-12-08,UserC
L014357,P101416,CT,PPO,CL0680,5,1,2025-08-31,UserA
L014358,P101416,CT,PPO,CL0674,5,5,2025-08-19,System
L014359,P101416,CT,PPO,CL0514,5,1,2025-08-16,UserB
L014360,P101416,CT,PPO,CL0774,5,1,2025-06-11,UserA
L014361,P101416,CT,PPO,CL0137,5,1,2025-10-10,UserA
L014362,P101416,CT,PPO,CL0890,5,3,2025-09-20,UserA
L014363,P101417,FL,PPO,CL0673,3,2,2025-05-11,UserB
L014364,P101417,FL,PPO,CL0977,3,3,2025-08-13,UserB
L014365,P101417,FL,PPO,CL0373,3,1,2025-09-15,UserC
L014366,P101417,FL,PPO,CL0050,3,2,2025-08-22,UserB
L014367,P101417,FL,PPO,CL0048,3,4,2025-12-02,UserC
L014368,P101417,FL,PPO,CL0990,3,2,2025-11-12,System
L014369,P101417,FL,PPO,CL0904,3,4,2025-01-24,System
L014370,P101417,FL,PPO,CL0796,3,4,2025-09-28,System
L014371,P101417,FL,PPO,CL0598,3,5,2025-04-05,UserA
L014372,P101417,FL,PPO,CL0433,3,2,2025-05-22,UserA
L014373,P101417,FL,PPO,CL0912,3,3,2025-07-01,UserA
L014374,P101417,FL,PPO,CL0273,3,4,2025-07-25,UserB
L014375,P101418,NJ,HMO,CL0388,2,5,2025-03-22,UserB
L014376,P101418,NJ,HMO,CL0304,2,4,2025-10-01,UserC
L014377,P101418,NJ,HMO,CL0760,2,3,2025-10-03,UserA
L014378,P101418,NJ,HMO,CL0050,2,4,2025-07-27,UserB
L014379,P101418,NJ,HMO,CL0040,2,2,2025-10-23,System
L014380,P101418,NJ,HMO,CL0397,2,4,2025-02-08,System
L014381,P101418,NJ,HMO,CL0087,2,5,2025-10-15,UserB
L014382,P101418,NJ,HMO,CL0446,2,4,2025-05-04,System
L014383,P101418,NJ,HMO,CL0990,2,1,2025-12-30,System
L014384,P101418,NJ,HMO,CL0274,2,4,2025-10-10,UserC
L014386,P101419,NJ,EPO,CL0697,2,1,2025-04-07,UserA
L014387,P101419,NJ,EPO,CL0662,2,4,2025-07-10,UserB
L014388,P101419,NJ,EPO,CL0471,2,1,2025-03-15,UserB
L014389,P101419,NJ,EPO,CL0581,2,4,2025-09-30,UserA
L014390,P101419,NJ,EPO,CL0926,2,1,2025-02-18,System
L014391,P101419,NJ,EPO,CL0500,2,4,2025-12-03,UserC
L014392,P101419,NJ,EPO,CL0372,2,1,2025-07-29,UserC
L014393,P101419,NJ,EPO,CL0519,2,2,2025-04-26,UserA
L014394,P101419,NJ,EPO,CL0441,2,5,2025-01-23,System
L014395,P101419,NJ,EPO,CL0676,2,1,2025-04-08,UserA
L014396,P101419,NJ,EPO,CL0638,2,5,2025-11-24,UserC
L014397,P101419,NJ,EPO,CL0717,2,2,2025-11-09,System
L014398,P101419,NJ,EPO,CL0964,2,2,2025-07-09,UserA
L014399,P101420,CA,PPO,CL0774,5,2,2025-07-01,UserA
L014402,P101420,CA,PPO,CL0869,5,1,2025-01-23,System
L014403,P101420,CA,PPO,CL0422,5,2,2025-04-15,UserC
L014405,P101421,FL,POS,CL0762,1,3,2025-03-08,UserC
L014406,P101421,FL,POS,CL0372,1,1,2025-10-17,UserC
L014407,P101421,FL,POS,CL0285,1,1,2025-10-16,UserB
L014408,P101421,FL,POS,CL0390,1,4,2025-02-15,UserA
L014409,P101421,FL,POS,CL0698,1,1,2025-03-22,UserA
L014410,P101421,FL,POS,CL0929,1,4,2025-05-27,UserC
L014411,P101421,FL,POS,CL0319,1,2,2025-08-10,UserB
L014412,P101421,FL,POS,CL0118,1,3,2025-12-09,UserB
L014413,P101422,IL,HMO,CL0828,2,4,2025-01-15,System
L014414,P101422,IL,HMO,CL0701,2,3,2025-05-01,UserC
L014415,P101422,IL,HMO,CL0276,2,5,2025-03-19,UserB
L014416,P101422,IL,HMO,CL0378,2,4,2025-11-18,UserA
L014417,P101422,IL,HMO,CL0329,2,5,2025-10-22,UserB
L014418,P101422,IL,HMO,CL0681,2,5,2025-08-29,UserB
L014419,P101422,IL,HMO,CL0476,2,2,2025-01-18,UserB
L014420,P101422,IL,HMO,CL0155,2,4,2025-09-13,UserB
L014421,P101422,IL,HMO,CL0696,2,4,2025-10-04,UserA
L014422,P101422,IL,HMO,CL0347,2,1,2025-01-27,UserB
L014423,P101422,IL,HMO,CL0157,2,5,2025-01-02,UserC
L014424,P101422,IL,HMO,CL0249,2,3,2025-12-19,UserB
L014425,P101423,IL,HMO,CL0828,5,4,2025-10-22,UserA
L014426,P101423,IL,HMO,CL0701,5,3,2025-11-08,UserC
L014427,P101423,IL,HMO,CL0276,5,5,2025-12-29,UserB
L014428,P101423,IL,HMO,CL0378,5,4,2025-08-27,UserA
L014429,P101423,IL,HMO,CL0329,5,5,2025-01-13,UserC
L014430,P101423,IL,HMO,CL0681,5,5,2025-07-03,UserB
L014431,P101423,IL,HMO,CL0476,5,2,2025-07-13,UserB
L014432,P101423,IL,HMO,CL0155,5,4,2025-02-25,UserB
L014433,P101423,IL,HMO,CL0696,5,4,2025-08-18,UserC
L014434,P101423,IL,HMO,CL0347,5,1,2025-01-28,System
L014435,P101423,IL,HMO,CL0157,5,5,2025-11-16,UserB
L014436,P101423,IL,HMO,CL0249,5,3,2025-03-12,UserA
L014437,P101424,MA,POS,CL0786,1,3,2025-07-29,System
L014438,P101424,MA,POS,CL0457,1,1,2025-07-03,UserB
L014439,P101424,MA,POS,CL0274,1,3,2025-12-22,UserA
L014440,P101424,MA,POS,CL0943,1,4,2025-02-10,UserB
L014441,P101424,MA,POS,CL0310,1,3,2025-09-17,UserA
L014443,P101424,MA,POS,CL0225,1,4,2025-03-25,UserA
L014444,P101424,MA,POS,CL0209,1,3,2025-02-15,UserA
L014445,P101424,MA,POS,CL0612,1,5,2025-06-08,System
L014446,P101424,MA,POS,CL0684,1,5,2025-12-10,System
L014447,P101424,MA,POS,CL0475,1,5,2025-01-07,UserC
L014448,P101424,MA,POS,CL0660,1,2,2025-11-29,UserA
L014449,P101425,PA,PPO,CL0474,1,4,2025-05-16,UserA
L014450,P101425,PA,PPO,CL0563,1,5,2025-07-02,System
L014451,P101425,PA,PPO,CL0441,1,2,2025-07-16,UserC
L014452,P101425,PA,PPO,CL0841,1,4,2025-06-21,UserA
L014453,P101425,PA,PPO,CL0943,1,5,2025-12-15,UserB
L014455,P101425,PA,PPO,CL0182,1,4,2025-03-19,UserC
L014456,P101425,PA,PPO,CL0994,1,3,2025-06-27,UserA
L014457,P101425,PA,PPO,CL0006,1,5,2025-01-27,UserA
L014458,P101425,PA,PPO,CL0716,1,4,2025-04-30,System
L014460,P101426,NY,EPO,CL0077,3,4,2025-11-04,UserA
L014461,P101426,NY,EPO,CL0852,3,1,2025-07-15,UserB
L014462,P101426,NY,EPO,CL0877,3,5,2025-10-04,System
L014463,P101426,NY,EPO,CL0311,3,3,2025-01-18,UserB
L014464,P101426,NY,EPO,CL0729,3,4,2025-10-22,UserB
L014465,P101426,NY,EPO,CL0755,3,5,2025-09-28,UserB
L014466,P101426,NY,EPO,CL0687,3,3,2025-02-22,UserB
L014467,P101426,NY,EPO,CL0710,3,2,2025-10-21,UserC
L014469,P101426,NY,EPO,CL0133,3,2,2025-08-04,System
L014470,P101427,IL,PPO,CL0069,5,3,2025-03-13,UserA
L014471,P101427,IL,PPO,CL0391,5,2,2025-01-28,UserC
L014472,P101427,IL,PPO,CL0649,5,3,2025-09-09,UserA
L014473,P101427,IL,PPO,CL0296,5,4,2025-02-04,System
L014474,P101427,IL,PPO,CL0068,5,1,2025-07-20,UserB
L014475,P101427,IL,PPO,CL0270,5,2,2025-09-06,UserA
L014476,P101427,IL,PPO,CL0340,5,1,2025-04-09,UserC
L014477,P101427,IL,PPO,CL0078,5,2,2025-11-04,UserA
L014478,P101427,IL,PPO,CL0908,5,5,2025-05-20,UserC
L014479,P101427,IL,PPO,CL0384,5,3,2025-03-24,UserA
L014480,P101427,IL,PPO,CL0393,5,2,2025-02-17,UserC
L014481,P101427,IL,PPO,CL0115,5,3,2025-10-05,UserB
L014482,P101427,IL,PPO,CL0553,5,3,2025-09-05,UserA
L014483,P101427,IL,PPO,CL0666,5,4,2025-06-26,System
L014484,P101428,FL,POS,CL0355,1,5,2025-02-21,UserA
L014485,P101428,FL,POS,CL0762,1,3,2025-03-20,UserC
L014486,P101428,FL,POS,CL0372,1,1,2025-11-18,UserA
L014487,P101428,FL,POS,CL0285,1,1,2025-03-05,System
L014488,P101428,FL,POS,CL0390,1,4,2025-01-08,UserB
L014490,P101428,FL,POS,CL0929,1,4,2025-01-25,UserB
L014491,P101428,FL,POS,CL0319,1,2,2025-09-13,UserB
L014492,P101428,FL,POS,CL0118,1,3,2025-08-31,UserB
L014494,P101429,NJ,HMO,CL0304,3,4,2025-04-04,UserA
L014495,P101429,NJ,HMO,CL0760,3,3,2025-07-26,UserA
L014496,P101429,NJ,HMO,CL0050,3,4,2025-01-15,System
L014497,P101429,NJ,HMO,CL0040,3,2,2025-06-27,UserB
L014498,P101429,NJ,HMO,CL0397,3,4,2025-03-16,UserC
L014499,P101429,NJ,HMO,CL0087,3,5,2025-04-14,UserC
L014501,P101429,NJ,HMO,CL0990,3,1,2025-06-17,UserA
L014502,P101429,NJ,HMO,CL0274,3,4,2025-04-25,UserA
L014503,P101429,NJ,HMO,CL0069,3,5,2025-02-08,UserC
L014504,P101430,IL,EPO,CL0283,4,2,2025-12-30,UserC
L014505,P101430,IL,EPO,CL0714,4,1,2025-09-30,System
L014506,P101430,IL,EPO,CL0908,4,4,2025-05-15,UserC
L014507,P101430,IL,EPO,CL0770,4,3,2025-08-20,UserC
L014508,P101430,IL,EPO,CL0164,4,1,2025-02-08,System
L014509,P101430,IL,EPO,CL0159,4,2,2025-10-18,UserB
L014510,P101430,IL,EPO,CL0107,4,4,2025-11-03,UserC
L014511,P101430,IL,EPO,CL0325,4,1,2025-02-16,UserA
L014512,P101430,IL,EPO,CL0658,4,3,2025-02-05,UserB
L014513,P101430,IL,EPO,CL0767,4,2,2025-11-16,UserC
L014514,P101430,IL,EPO,CL0683,4,4,2025-04-05,UserB
L014515,P101430,IL,EPO,CL0531,4,3,2025-12-27,UserC
L014516,P101430,IL,EPO,CL0946,4,2,2025-01-13,UserA
L014517,P101430,IL,EPO,CL0557,4,5,2025-05-26,UserC
L014518,P101431,NJ,HMO,CL0388,5,5,2025-03-06,UserA
L014519,P101431,NJ,HMO,CL0304,5,4,2025-08-16,UserC
