Clause_ID,Clause_Type,Mandatory,State,Product,Version,Expiration_Date
CL0477,Appeals,Y,CT,POS,1,2027-02-26
CL0478,Women's Health,N,MA,POS,5,2026-11-16
CL0479,Network,N,NY,HMO,2,2026-03-28
CL0480,Women's Health,N,NY,EPO,4,2026-08-05
CL0481,Appeals,N,NJ,POS,2,2027-05-05
CL0482,Pediatric Care,N,FL,POS,1,2027-06-03
CL0483,Network,Y,FL,EPO,3,2026-10-05
CL0484,Women's Health,Y,TX,HMO,3,2027-12-23
CL0485,Behavioral Health,Y,CA,PPO,4,2026-06-18
CL0486,Privacy,Y,IL,EPO,4,2026-11-26
CL0487,Mental Health,Y,MA,PPO,3,2027-10-12
CL0488,Privacy,Y,CT,PPO,4,2027-03-17
CL0489,Appeals,Y,FL,EPO,2,2027-01-26
CL0490,Telehealth,N,TX,POS,5,2027-05-11
CL0491,Mental Health,N,TX,PPO,5,2027-01-16
CL0492,Emergency,Y,NJ,PPO,2,2026-11-02
CL0493,Behavioral Health,Y,MA,HMO,5,2027-11-04
CL0494,Emergency,N,OH,POS,1,2027-05-28
CL0495,Network,Y,IL,PPO,2,2026-07-07
CL0496,Mental Health,N,CA,HMO,4,2027-05-31
CL0497,Emergency,Y,PA,POS,2,2027-10-06
CL0498,Emergency,Y,NJ,EPO,3,2027-03-03
CL0499,Women's Health,N,IL,EPO,4,2027-05-17
CL0500,Privacy,Y,PA,HMO,3,2027-12-31
CL0501,Women's Health,Y,PA,EPO,4,2026-09-17
CL0502,Mental Health,N,MA,PPO,5,2027-05-28
CL0503,Mental Health,Y,MA,POS,2,2026-03-12
CL0504,Appeals,Y,CT,PPO,1,2027-04-23
CL0505,Women's Health,N,TX,PPO,4,2026-06-27
CL0506,Prescription,Y,IL,EPO,4,2027-04-02
CL0507,Privacy,N,NJ,PPO,3,2026-07-08
CL0508,Mental Health,Y,NY,EPO,5,2026-10-18
CL0509,Appeals,Y,NJ,POS,3,2027-06-04
CL0510,Women's Health,Y,CT,POS,3,2026-10-19
CL0511,Privacy,Y,CA,PPO,5,2027-09-27
CL0512,Women's Health,N,TX,HMO,1,2026-10-10
CL0513,Emergency,N,NY,EPO,3,2027-06-28
CL0514,Appeals,Y,FL,EPO,3,2027-01-12
CL0515,Privacy,N,CA,PPO,4,2027-10-20
CL0516,Pediatric Care,Y,MA,EPO,5,2026-06-05
CL0517,Network,Y,PA,EPO,2,2027-05-23
CL0518,Network,Y,FL,HMO,1,2027-02-17
CL0519,Privacy,Y,NJ,HMO,1,2027-06-12
CL0520,Women's Health,Y,NJ,PPO,5,2026-12-21
CL0521,Appeals,N,MA,HMO,4,2027-07-13
CL0522,Network,Y,CT,PPO,4,2026-07-06
CL0523,Appeals,Y,IL,POS,5,2026-01-31
CL0524,Network,Y,FL,PPO,4,2026-09-17
CL0525,Emergency,Y,FL,POS,1,2027-02-25
CL0526,Women's Health,N,OH,PPO,1,2027-06-13
CL0527,Emergency,Y,CA,EPO,2,2027-07-05
CL0528,Network,Y,TX,HMO,5,2026-10-31
CL0529,Pediatric Care,Y,CA,POS,3,2026-02-08
CL0530,Pediatric Care,Y,IL,PPO,3,2027-05-04
CL0531,Emergency,Y,NJ,HMO,2,2027-10-06
CL0532,Pediatric Care,Y,NJ,PPO,2,2027-06-26
CL0533,Network,N,NJ,HMO,4,2027-11-01
CL0534,Privacy,N,OH,HMO,2,2026-10-05
CL0535,Emergency,Y,NJ,PPO,2,2026-07-22
CL0536,Telehealth,Y,IL,POS,3,2026-03-07
CL0537,Women's Health,Y,MA,POS,4,2026-04-18
CL0538,Pediatric Care,Y,TX,EPO,2,2026-09-25
CL0539,Pediatric Care,Y,IL,HMO,2,2026-08-10
CL0540,Mental Health,Y,TX,EPO,4,2027-06-14
CL0541,Prescription,Y,IL,EPO,5,2026-03-31
CL0542,Emergency,Y,NJ,PPO,4,2027-11-24
CL0543,Behavioral Health,Y,MA,PPO,3,2026-09-12
CL0544,Pediatric Care,Y,FL,PPO,5,2027-03-31
CL0545,Women's Health,Y,CA,HMO,1,2026-09-10
CL0546,Telehealth,Y,PA,PPO,4,2026-09-14
CL0547,Pediatric Care,Y,MA,PPO,3,2027-01-18
CL0548,Telehealth,N,FL,HMO,5,2027-03-18
CL0549,Network,Y,CT,HMO,4,2027-08-22
CL0550,Network,N,IL,POS,2,2026-03-31
CL0551,Prescription,Y,CT,PPO,4,2027-01-25
CL0552,Privacy,N,FL,PPO,1,2027-08-05
CL0553,Behavioral Health,Y,MA,PPO,4,2026-02-13
CL0554,Mental Health,N,IL,POS,5,2027-12-13
CL0555,Prescription,N,PA,PPO,5,2027-10-26
CL0556,Appeals,Y,NJ,POS,4,2027-08-21
CL0557,Mental Health,Y,IL,EPO,5,2026-01-19
CL0558,Emergency,Y,IL,POS,2,2026-04-11
CL0559,Women's Health,Y,MA,EPO,4,2027-08-30
CL0560,Appeals,Y,MA,PPO,2,2026-12-23
CL0561,Appeals,Y,FL,EPO,2,2027-06-26
CL0562,Prescription,Y,NY,POS,3,2026-02-02
CL0563,Privacy,Y,IL,HMO,4,2026-08-17
CL0564,Prescription,N,CA,EPO,5,2027-06-08
CL0565,Emergency,Y,IL,EPO,2,2027-09-22
CL0566,Pediatric Care,N,FL,PPO,3,2026-06-04
CL0567,Pediatric Care,Y,TX,POS,4,2027-02-27
CL0568,Privacy,Y,CT,EPO,4,2026-09-03
CL0569,Emergency,Y,NJ,EPO,1,2027-02-09
CL0570,Privacy,Y,NY,EPO,1,2027-06-25
CL0571,Telehealth,N,PA,EPO,2,2026-06-10
CL0572,Pediatric Care,Y,PA,HMO,1,2027-12-03
CL0573,Appeals,N,PA,POS,2,2026-04-27
CL0574,Behavioral Health,Y,MA,PPO,5,2026-09-28
CL0575,Women's Health,Y,PA,PPO,2,2027-11-23
CL0576,Emergency,Y,NJ,HMO,1,2027-05-02
CL0577,Mental Health,Y,CT,POS,5,2026-06-21
CL0578,Privacy,Y,PA,EPO,1,2026-10-01
CL0579,Women's Health,Y,IL,HMO,2,2026-09-16
CL0580,Mental Health,Y,IL,POS,3,2026-05-15
CL0581,Women's Health,Y,MA,EPO,4,2027-11-14
CL0582,Behavioral Health,Y,NJ,HMO,1,2027-12-23
CL0583,Mental Health,Y,CT,POS,2,2027-02-26
CL0584,Prescription,Y,NY,PPO,5,2027-02-25
CL0585,Network,Y,FL,PPO,1,2026-07-05
CL0586,Prescription,Y,CT,POS,1,2026-12-30
CL0587,Pediatric Care,Y,FL,PPO,4,2027-08-30
CL0588,Network,Y,TX,POS,2,2027-01-13
CL0589,Prescription,Y,FL,EPO,3,2027-06-07
CL0590,Network,Y,CA,POS,5,2027-08-03
CL0591,Network,N,IL,EPO,2,2027-12-23
CL0592,Appeals,Y,NJ,HMO,5,2026-07-15
CL0593,Privacy,Y,OH,POS,1,2026-04-08
CL0594,Privacy,Y,MA,HMO,4,2027-08-28
CL0595,Appeals,Y,CA,PPO,4,2026-01-22
CL0596,Women's Health,Y,FL,EPO,3,2027-03-26
CL0597,Telehealth,Y,PA,POS,4,2026-06-21
CL0598,Women's Health,N,NJ,HMO,1,2027-01-18
CL0599,Mental Health,Y,CA,EPO,3,2026-05-14
CL0600,Mental Health,Y,MA,EPO,2,2027-03-02
CL0601,Network,Y,IL,PPO,4,2026-01-25
CL0602,Prescription,Y,NJ,PPO,3,2027-05-18
CL0603,Prescription,Y,MA,EPO,1,2026-07-04
CL0604,Privacy,Y,TX,EPO,5,2026-03-26
CL0605,Emergency,Y,TX,POS,5,2027-07-21
CL0606,Women's Health,N,MA,EPO,1,2026-05-24
CL0607,Pediatric Care,Y,CA,POS,1,2027-11-10
CL0608,Behavioral Health,Y,NJ,EPO,5,2027-02-16
CL0609,Prescription,Y,CA,PPO,3,2026-08-12
CL0610,Behavioral Health,Y,NY,POS,5,2026-08-08
CL0611,Network,Y,FL,HMO,1,2026-06-28
CL0612,Behavioral Health,Y,NY,PPO,4,2027-09-23
CL0613,Pediatric Care,N,TX,POS,2,2027-03-09
CL0614,Appeals,N,IL,POS,4,2026-09-22
CL0615,Pediatric Care,Y,CT,HMO,4,2027-03-05
CL0616,Behavioral Health,N,FL,POS,1,2027-10-24
CL0617,Pediatric Care,Y,TX,EPO,5,2027-02-20
CL0618,Telehealth,Y,CA,HMO,3,2027-03-29
CL0619,Network,Y,CA,PPO,4,2027-12-28
CL0620,Women's Health,N,CA,PPO,5,2026-07-16
CL0621,Appeals,Y,IL,EPO,3,2027-07-08
CL0622,Prescription,Y,NY,PPO,4,2026-02-22
CL0623,Mental Health,Y,CT,POS,3,2027-04-25
CL0624,Women's Health,Y,CA,POS,5,2027-03-19
CL0625,Mental Health,Y,OH,EPO,2,2026-11-26
CL0626,Network,Y,FL,PPO,5,2026-09-08
CL0627,Appeals,Y,NJ,PPO,1,2026-05-03
CL0628,Privacy,Y,OH,EPO,3,2027-01-22
CL0629,Prescription,Y,CT,HMO,2,2026-12-05
CL0630,Telehealth,Y,IL,PPO,3,2026-12-14
CL0631,Privacy,Y,CT,HMO,3,2026-01-29
CL0632,Network,Y,NJ,PPO,4,2026-02-04
CL0633,Women's Health,Y,FL,PPO,1,2027-06-02
CL0634,Telehealth,Y,NJ,PPO,3,2027-01-31
CL0635,Pediatric Care,Y,MA,PPO,5,2027-09-15
CL0636,Behavioral Health,N,FL,POS,5,2026-10-21
CL0637,Telehealth,Y,CT,HMO,4,2027-08-12
CL0638,Network,Y,CA,HMO,1,2026-12-15
CL0639,Emergency,Y,CT,PPO,1,2026-05-27
CL0640,Behavioral Health,Y,CT,PPO,5,2026-03-08
CL0641,Mental Health,Y,FL,HMO,2,2027-06-04
CL0642,Prescription,Y,MA,POS,4,2026-05-02
CL0643,Mental Health,Y,CT,EPO,4,2026-12-06
CL0644,Telehealth,Y,OH,EPO,5,2026-06-24
CL0645,Mental Health,N,TX,HMO,5,2027-11-22
CL0646,Network,N,PA,PPO,2,2027-08-20
CL0647,Pediatric Care,Y,PA,PPO,2,2027-03-27
CL0648,Women's Health,Y,CT,POS,1,2027-07-11
CL0649,Prescription,N,OH,EPO,4,2026-05-16
CL0650,Mental Health,Y,CA,POS,4,2026-01-16
CL0651,Mental Health,Y,IL,EPO,5,2026-11-29
CL0652,Telehealth,N,IL,HMO,1,2026-07-14
CL0653,Women's Health,Y,FL,EPO,4,2027-05-11
CL0654,Privacy,Y,PA,POS,1,2026-01-09
CL0655,Mental Health,N,CT,POS,1,2026-11-30
CL0656,Network,Y,IL,POS,5,2026-11-29
CL0657,Emergency,Y,CT,HMO,1,2026-11-23
CL0658,Prescription,Y,FL,EPO,2,2026-01-15
CL0659,Mental Health,N,PA,EPO,2,2027-09-06
CL0660,Network,N,NJ,POS,3,2026-08-14
CL0661,Network,N,TX,EPO,5,2027-03-01
CL0662,Prescription,Y,TX,PPO,3,2027-02-12
CL0663,Privacy,N,IL,PPO,2,2026-04-23
CL0664,Network,N,TX,PPO,3,2027-03-04
CL0665,Emergency,Y,NJ,EPO,5,2026-01-01
CL0666,Network,N,CT,HMO,5,2026-09-23
CL0667,Network,N,FL,HMO,1,2027-05-06
CL0668,Network,Y,NJ,HMO,4,2026-07-27
CL0669,Pediatric Care,Y,FL,HMO,1,2027-09-14
CL0670,Pediatric Care,Y,FL,PPO,5,2027-12-13
CL0671,Privacy,Y,PA,PPO,2,2027-01-04
CL0672,Mental Health,Y,CT,POS,2,2026-11-02
CL0673,Network,Y,OH,EPO,1,2026-01-12
CL0674,Women's Health,N,TX,EPO,5,2026-12-11
CL0675,Mental Health,N,OH,HMO,2,2027-04-10
CL0676,Privacy,N,PA,PPO,5,2027-12-01
CL0677,Appeals,Y,FL,HMO,2,2027-10-28
CL0678,Mental Health,Y,IL,POS,5,2027-05-09
CL0679,Mental Health,Y,TX,EPO,3,2027-01-03
CL0680,Behavioral Health,Y,TX,EPO,5,2027-02-24
CL0681,Telehealth,N,CT,HMO,5,2026-06-20
CL0682,Behavioral Health,N,MA,POS,1,2026-05-14
CL0683,Emergency,Y,NY,EPO,3,2027-03-03
CL0684,Pediatric Care,N,NY,POS,4,2026-01-25
CL0685,Pediatric Care,N,NY,POS,1,2027-06-14
CL0686,Telehealth,Y,MA,HMO,4,2026-07-09
CL0687,Prescription,N,CT,PPO,2,2026-05-21
CL0688,Prescription,Y,MA,HMO,4,2027-07-09
CL0689,Privacy,Y,NY,PPO,5,2027-10-20
CL0690,Telehealth,Y,PA,POS,4,2026-11-11
CL0691,Mental Health,Y,NJ,PPO,1,2027-03-20
CL0692,Prescription,Y,FL,POS,1,2026-11-15
CL0693,Network,Y,MA,EPO,4,2027-03-17
CL0694,Women's Health,Y,CT,EPO,1,2026-04-02
CL0695,Mental Health,Y,CT,EPO,1,2026-06-28
CL0696,Emergency,Y,OH,HMO,4,2026-02-25
CL0697,Network,Y,NJ,HMO,3,2026-06-04
CL0698,Network,Y,IL,POS,3,2027-11-03
CL0699,Telehealth,Y,TX,EPO,2,2026-04-21
CL0700,Privacy,Y,NY,HMO,1,2026-05-17
CL0701,Emergency,Y,IL,EPO,4,2026-08-20
CL0702,Prescription,Y,OH,HMO,1,2027-04-13
CL0703,Telehealth,Y,NY,PPO,5,2027-04-26
CL0704,Prescription,N,NJ,PPO,1,2026-03-09
CL0705,Telehealth,Y,OH,EPO,1,2026-09-06
CL0706,Telehealth,Y,NY,POS,3,2026-11-19
CL0707,Telehealth,N,NJ,HMO,4,2027-06-02
CL0708,Privacy,N,CA,HMO,1,2027-03-08
CL0709,Telehealth,N,IL,PPO,3,2027-05-02
CL0710,Appeals,N,IL,PPO,2,2027-08-29
CL0711,Women's Health,Y,TX,POS,3,2027-03-05
CL0712,Prescription,Y,NJ,POS,3,2026-09-26
CL0713,Mental Health,Y,MA,POS,3,2027-12-10
CL0714,Behavioral Health,Y,CA,EPO,1,2027-06-21
CL0715,Emergency,Y,PA,PPO,1,2026-05-28
CL0716,Pediatric Care,Y,NY,EPO,2,2026-04-28
CL0717,Privacy,Y,CA,PPO,5,2027-01-02
CL0718,Mental Health,N,NJ,PPO,5,2026-03-07
CL0719,Network,N,FL,HMO,5,2027-01-05
CL0720,Appeals,Y,NY,PPO,2,2026-06-24
CL0721,Pediatric Care,N,CT,PPO,5,2027-08-11
CL0722,Behavioral Health,Y,IL,EPO,5,2027-05-10
CL0723,Mental Health,N,NJ,PPO,3,2026-04-24
CL0724,Pediatric Care,Y,CT,EPO,1,2026-04-21
CL0725,Mental Health,N,TX,POS,1,2027-03-15
CL0726,Appeals,Y,OH,PPO,3,2027-12-16
CL0727,Behavioral Health,Y,PA,PPO,3,2026-05-27
CL0728,Network,Y,PA,EPO,3,2026-02-04
CL0729,Telehealth,Y,CT,POS,1,2026-11-05
CL0730,Prescription,Y,IL,HMO,5,2027-06-22
CL0731,Network,Y,TX,POS,3,2026-01-14
CL0732,Telehealth,Y,FL,EPO,2,2027-01-09
CL0733,Privacy,Y,IL,POS,3,2027-07-11
CL0734,Women's Health,Y,CA,EPO,4,2027-03-04
CL0735,Emergency,N,PA,EPO,3,2027-12-29
CL0736,Emergency,Y,CA,HMO,1,2026-08-21
CL0737,Prescription,Y,NY,PPO,3,2027-12-06
CL0738,Behavioral Health,Y,MA,EPO,4,2027-07-17
CL0739,Appeals,N,NJ,EPO,2,2027-12-27
CL0740,Behavioral Health,Y,TX,HMO,5,2027-10-25
CL0741,Appeals,N,IL,EPO,3,2027-03-16
CL0742,Behavioral Health,N,PA,PPO,4,2027-05-17
CL0743,Women's Health,Y,CA,HMO,4,2026-10-02
CL0744,Privacy,Y,OH,PPO,2,2026-03-17
CL0745,Privacy,N,NY,PPO,1,2027-03-15
CL0746,Telehealth,N,NJ,HMO,3,2027-11-30
CL0747,Pediatric Care,Y,NJ,EPO,4,2026-10-16
CL0748,Privacy,Y,IL,PPO,2,2027-06-24
CL0749,Privacy,N,TX,PPO,5,2027-11-23
CL0750,Network,Y,FL,PPO,4,2026-09-10
CL0751,Network,N,OH,PPO,2,2026-05-06
CL0752,Telehealth,Y,IL,HMO,1,2026-06-26
CL0753,Pediatric Care,Y,CA,HMO,1,2026-02-06
CL0754,Prescription,N,MA,POS,4,2027-02-14
CL0755,Network,Y,CT,POS,4,2027-09-03
CL0756,Prescription,Y,FL,PPO,3,2027-09-02
CL0757,Mental Health,Y,TX,EPO,2,2026-05-07
CL0758,Network,Y,NY,PPO,4,2027-04-28
CL0759,Women's Health,Y,FL,EPO,3,2026-06-17
CL0760,Pediatric Care,Y,PA,PPO,3,2027-08-15
CL0761,Telehealth,Y,TX,POS,4,2026-10-21
CL0762,Mental Health,N,MA,POS,1,2027-09-30
CL0763,Pediatric Care,Y,PA,EPO,2,2026-12-09
CL0764,Women's Health,Y,FL,PPO,2,2026-11-06
CL0765,Pediatric Care,Y,CT,EPO,1,2027-10-24
CL0766,Women's Health,N,CT,POS,4,2027-06-12
CL0767,Women's Health,N,MA,PPO,2,2027-06-24
CL0768,Prescription,Y,NJ,PPO,4,2027-02-23
CL0769,Behavioral Health,Y,OH,EPO,4,2027-03-20
CL0770,Mental Health,Y,NY,HMO,3,2027-11-16
CL0771,Pediatric Care,N,NJ,EPO,1,2027-07-12
CL0772,Appeals,N,CT,POS,4,2026-08-24
CL0773,Mental Health,Y,CT,POS,5,2027-03-15
CL0774,Behavioral Health,N,CA,POS,1,2026-08-02
CL0775,Mental Health,N,PA,POS,2,2026-03-26
CL0776,Privacy,Y,FL,POS,3,2026-03-26
CL0777,Appeals,Y,NY,HMO,2,2027-05-04
CL0778,Behavioral Health,Y,MA,PPO,2,2026-03-06
CL0779,Prescription,Y,FL,EPO,1,2027-10-08
CL0780,Pediatric Care,N,CA,EPO,2,2027-10-25
CL0781,Emergency,Y,CT,POS,4,2027-09-19
CL0782,Behavioral Health,Y,MA,EPO,2,2026-03-05
CL0783,Telehealth,Y,CT,POS,3,2026-12-09
CL0784,Pediatric Care,Y,NY,HMO,3,2026-12-18
CL0785,Behavioral Health,Y,PA,HMO,5,2026-06-07
CL0786,Privacy,Y,FL,PPO,3,2027-08-12
CL0787,Emergency,Y,FL,HMO,2,2027-05-06
CL0788,Privacy,Y,NJ,HMO,3,2027-10-20
CL0789,Emergency,Y,MA,PPO,1,2027-04-08
CL0790,Telehealth,Y,OH,EPO,3,2026-08-13
CL0791,Pediatric Care,Y,CA,POS,4,2026-11-09
CL0792,Prescription,Y,OH,POS,1,2027-09-07
CL0793,Privacy,Y,NJ,EPO,5,2027-04-11
CL0794,Privacy,Y,NY,PPO,4,2026-03-29
CL0795,Women's Health,Y,CA,EPO,2,2026-10-30
CL0796,Emergency,Y,PA,HMO,2,2027-11-11
CL0797,Network,N,OH,PPO,2,2027-03-11
CL0798,Pediatric Care,Y,PA,PPO,4,2027-11-13
CL0799,Emergency,Y,OH,PPO,4,2026-05-15
CL0800,Women's Health,N,PA,POS,4,2026-02-19
CL0801,Mental Health,Y,OH,EPO,1,2027-03-08
CL0802,Emergency,Y,PA,PPO,1,2026-12-06
CL0803,Prescription,N,NJ,PPO,2,2026-12-13
CL0804,Pediatric Care,N,TX,PPO,3,2027-10-08
CL0805,Women's Health,Y,CA,EPO,2,2026-12-13
CL0806,Mental Health,Y,MA,POS,5,2027-10-11
CL0807,Appeals,Y,NY,HMO,1,2026-09-02
CL0808,Women's Health,Y,IL,POS,4,2026-04-19
CL0809,Appeals,Y,CT,PPO,1,2027-06-17
CL0810,Pediatric Care,Y,MA,POS,4,2026-03-31
CL0811,Privacy,Y,CT,POS,5,2026-10-23
CL0812,Women's Health,Y,CA,HMO,5,2026-04-22
CL0813,Telehealth,N,MA,EPO,1,2027-08-12
CL0814,Appeals,Y,PA,EPO,4,2026-06-26
CL0815,Prescription,Y,PA,POS,5,2026-12-09
CL0816,Telehealth,Y,IL,POS,2,2027-10-22
CL0817,Behavioral Health,Y,CT,EPO,2,2026-04-11
CL0818,Behavioral Health,Y,NY,EPO,4,2027-09-21
CL0819,Mental Health,Y,CA,HMO,1,2027-08-27
CL0820,Privacy,Y,PA,PPO,5,2027-02-05
CL0821,Pediatric Care,Y,TX,POS,1,2026-01-28
CL0822,Women's Health,Y,NJ,EPO,2,2027-06-21
CL0823,Network,Y,NJ,POS,5,2026-02-27
CL0824,Prescription,Y,OH,POS,1,2027-05-13
CL0825,Appeals,Y,NY,EPO,3,2026-10-24
CL0826,Pediatric Care,N,NJ,HMO,4,2026-05-14
CL0827,Telehealth,Y,OH,POS,4,2026-11-27
CL0828,Behavioral Health,Y,CT,HMO,3,2026-09-06
CL0829,Prescription,Y,PA,EPO,2,2027-07-04
CL0830,Network,Y,PA,PPO,5,2026-03-16
CL0831,Women's Health,N,TX,PPO,4,2027-10-16
CL0832,Mental Health,Y,MA,POS,3,2026-06-17
CL0833,Network,N,NJ,EPO,3,2027-05-18
CL0834,Prescription,Y,CT,HMO,2,2026-12-21
CL0835,Network,Y,FL,POS,2,2026-08-13
CL0836,Prescription,Y,NJ,EPO,1,2027-10-26
CL0837,Prescription,N,NY,EPO,4,2027-06-15
CL0838,Emergency,Y,MA,HMO,1,2026-05-26
CL0839,Appeals,Y,NJ,POS,3,2026-08-29
CL0840,Behavioral Health,N,CT,EPO,5,2026-12-10
CL0841,Emergency,Y,NJ,EPO,5,2026-02-04
CL0842,Women's Health,Y,NY,EPO,2,2027-12-03
CL0843,Emergency,Y,FL,HMO,5,2026-01-01
CL0844,Privacy,N,CA,POS,5,2026-06-02
CL0845,Privacy,Y,IL,POS,5,2027-03-05
CL0846,Behavioral Health,N,FL,POS,3,2027-05-23
CL0847,Network,N,OH,POS,5,2026-05-06
CL0848,Appeals,Y,NJ,PPO,5,2027-05-06
CL0849,Behavioral Health,Y,PA,PPO,5,2027-04-27
CL0850,Prescription,Y,TX,POS,1,2026-12-11
CL0851,Telehealth,Y,PA,HMO,3,2026-08-09
CL0852,Appeals,N,FL,PPO,2,2027-12-24
CL0853,Appeals,N,PA,EPO,1,2026-01-25
CL0854,Prescription,Y,CT,PPO,4,2027-06-12
CL0855,Prescription,Y,PA,EPO,3,2026-07-01
CL0856,Mental Health,Y,MA,POS,3,2027-05-14
CL0857,Behavioral Health,Y,CA,PPO,4,2027-10-03
CL0858,Prescription,Y,NJ,HMO,4,2026-02-11
CL0859,Privacy,Y,PA,PPO,4,2027-04-26
CL0860,Women's Health,Y,NY,PPO,2,2027-03-15
CL0861,Telehealth,Y,CA,PPO,5,2027-02-06
CL0862,Behavioral Health,Y,CA,POS,3,2027-06-30
CL0863,Pediatric Care,Y,PA,HMO,5,2026-12-11
CL0864,Privacy,Y,CA,PPO,5,2026-02-14
CL0865,Network,N,TX,HMO,4,2027-10-08
CL0866,Prescription,Y,PA,POS,2,2026-01-21
CL0867,Pediatric Care,N,CT,EPO,1,2027-09-26
CL0868,Prescription,N,FL,PPO,2,2026-03-11
CL0869,Appeals,Y,MA,HMO,5,2026-02-17
CL0870,Privacy,N,IL,HMO,2,2027-05-06
CL0871,Appeals,Y,OH,POS,4,2027-07-05
CL0872,Mental Health,Y,CA,PPO,1,2026-10-14
CL0873,Appeals,Y,CT,EPO,4,2026-01-10
CL0874,Mental Health,Y,NJ,HMO,1,2027-06-26
CL0875,Mental Health,Y,NJ,PPO,5,2026-10-01
CL0876,Pediatric Care,Y,OH,EPO,1,2027-08-23
CL0877,Prescription,Y,MA,HMO,1,2027-01-16
CL0878,Network,Y,CA,HMO,1,2026-11-25
CL0879,Appeals,Y,TX,EPO,2,2027-04-24
CL0880,Privacy,N,OH,EPO,2,2026-01-15
CL0881,Mental Health,Y,MA,POS,5,2027-05-31
CL0882,Prescription,Y,CA,PPO,1,2026-07-10
CL0883,Telehealth,N,CT,PPO,3,2026-06-17
CL0884,Behavioral Health,Y,FL,POS,5,2027-06-05
CL0885,Pediatric Care,Y,TX,HMO,1,2027-09-13
CL0886,Network,Y,IL,EPO,1,2026-05-17
CL0887,Emergency,Y,NJ,EPO,2,2026-06-03
CL0888,Pediatric Care,N,NY,EPO,5,2027-01-23
CL0889,Telehealth,Y,CT,HMO,1,2026-07-28
CL0890,Behavioral Health,N,NJ,EPO,1,2026-09-29
CL0891,Telehealth,Y,PA,EPO,5,2026-05-23
CL0892,Appeals,Y,NY,POS,3,2027-09-03
CL0893,Mental Health,Y,NJ,HMO,5,2026-03-10
CL0894,Network,Y,MA,PPO,5,2026-09-04
CL0895,Women's Health,Y,TX,POS,3,2026-09-18
CL0896,Mental Health,N,NJ,POS,5,2026-03-20
CL0897,Women's Health,N,IL,PPO,1,2027-10-20
CL0898,Behavioral Health,Y,FL,POS,5,2027-09-15
CL0899,Prescription,N,MA,HMO,3,2027-08-28
CL0900,Emergency,N,CT,EPO,4,2027-06-09
CL0901,Privacy,Y,CT,HMO,5,2027-09-13
CL0902,Mental Health,Y,CT,PPO,2,2026-11-26
CL0903,Network,Y,CT,PPO,1,2026-07-08
CL0904,Telehealth,Y,FL,POS,1,2026-04-05
CL0905,Network,Y,NJ,HMO,2,2027-09-09
CL0906,Behavioral Health,Y,CA,HMO,2,2026-01-08
CL0907,Women's Health,N,NJ,PPO,5,2026-03-08
CL0908,Telehealth,Y,PA,HMO,2,2027-05-11
CL0909,Privacy,Y,TX,PPO,4,2026-07-10
CL0910,Privacy,N,NY,HMO,3,2027-01-01
CL0911,Mental Health,N,CA,HMO,2,2027-06-05
CL0912,Behavioral Health,Y,CA,HMO,2,2026-04-27
CL0913,Prescription,N,NJ,PPO,4,2026-09-24
CL0914,Behavioral Health,Y,CA,POS,1,2027-09-03
CL0915,Women's Health,Y,OH,HMO,1,2027-04-30
CL0916,Network,Y,OH,PPO,5,2027-05-24
CL0917,Privacy,Y,PA,PPO,4,2026-10-25
CL0918,Network,Y,NY,HMO,3,2026-06-13
CL0919,Network,Y,IL,HMO,3,2027-01-11
CL0920,Network,Y,FL,POS,4,2027-10-15
CL0921,Privacy,Y,NJ,PPO,3,2026-09-25
CL0922,Pediatric Care,Y,FL,PPO,1,2027-07-03
CL0923,Appeals,N,IL,EPO,3,2026-03-15
CL0924,Women's Health,Y,NJ,PPO,3,2027-05-23
CL0925,Pediatric Care,Y,NJ,POS,4,2026-03-14
CL0926,Women's Health,Y,NY,EPO,4,2026-11-04
CL0927,Telehealth,Y,FL,EPO,3,2026-07-18
CL0928,Behavioral Health,Y,OH,EPO,2,2026-05-10
CL0929,Behavioral Health,N,CT,HMO,4,2027-07-26
CL0930,Emergency,Y,FL,HMO,5,2027-09-07
CL0931,Behavioral Health,Y,TX,PPO,5,2027-05-02
CL0932,Privacy,Y,TX,EPO,1,2026-05-31
CL0933,Prescription,Y,NJ,POS,3,2027-10-31
CL0934,Mental Health,Y,CT,HMO,2,2026-07-25
CL0935,Emergency,Y,MA,POS,1,2026-06-28
CL0936,Mental Health,Y,IL,POS,3,2026-07-16
CL0937,Women's Health,Y,PA,HMO,4,2026-03-30
CL0938,Mental Health,Y,CT,HMO,5,2027-03-10
CL0939,Mental Health,Y,PA,HMO,2,2026-07-02
CL0940,Emergency,N,FL,HMO,5,2026-07-28
CL0941,Telehealth,N,FL,EPO,4,2027-05-08
CL0942,Network,N,PA,EPO,3,2026-05-10
CL0943,Behavioral Health,Y,IL,EPO,4,2027-10-27
CL0944,Behavioral Health,Y,CT,EPO,4,2026-01-13
CL0945,Privacy,Y,MA,PPO,5,2027-09-26
CL0946,Emergency,Y,NJ,EPO,2,2026-04-16
CL0947,Privacy,Y,NY,HMO,4,2027-01-10
CL0948,Prescription,Y,FL,POS,5,2027-08-05
CL0949,Prescription,Y,TX,EPO,2,2027-12-08
CL0950,Privacy,N,IL,PPO,3,2027-11-29
CL0951,Emergency,Y,NY,HMO,3,2026-04-09
CL0952,Privacy,Y,MA,POS,1,2027-08-17
