Policy_ID,State,Product,Policy_Version,Policy_Effective_Date,Requirement_Effective_Date,Clause_ID,Required_Clause_Version,Requirement_ID
P100654,CT,POS,4,2025-07-31,2025-01-01,CL0707,4,RR00043
P100654,CT,POS,4,2025-07-31,2025-01-01,CL0805,2,RR00044
P100654,CT,POS,4,2025-07-31,2025-01-01,CL0657,3,RR00045
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0455,5,RR00173
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0371,2,RR00174
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0046,4,RR00175
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0251,2,RR00176
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0770,3,RR00177
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0140,3,RR00178
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0634,5,RR00179
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0699,3,RR00180
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0966,5,RR00181
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0416,4,RR00182
P100655,PA,HMO,5,2025-04-02,2025-01-01,CL0922,5,RR00183
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0670,4,RR00242
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0546,5,RR00243
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0681,3,RR00244
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0188,5,RR00245
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0442,3,RR00246
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0125,4,RR00247
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0554,1,RR00248
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0156,5,RR00249
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0434,5,RR00250
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0770,1,RR00251
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0653,5,RR00252
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0317,2,RR00253
P100656,TX,HMO,3,2025-11-27,2025-01-01,CL0333,1,RR00254
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0909,4,RR00213
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0973,2,RR00214
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0175,2,RR00215
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0580,3,RR00216
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0306,1,RR00217
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0090,3,RR00218
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0295,2,RR00219
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0243,5,RR00220
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0918,3,RR00221
P100657,CA,EPO,1,2026-04-12,2025-01-01,CL0272,2,RR00222
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0970,4,RR00024
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0928,1,RR00025
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0979,5,RR00026
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0426,4,RR00027
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0201,3,RR00028
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0803,5,RR00029
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0874,4,RR00030
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0859,3,RR00031
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0635,1,RR00032
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0547,4,RR00033
P100658,CT,EPO,2,2026-10-03,2025-01-01,CL0377,3,RR00034
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0474,4,RR00162
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0563,5,RR00163
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0441,2,RR00164
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0841,4,RR00165
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0943,5,RR00166
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0139,2,RR00167
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0182,4,RR00168
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0994,3,RR00169
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0006,5,RR00170
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0716,5,RR00171
P100659,PA,PPO,1,2026-12-10,2025-01-01,CL0348,3,RR00172
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0455,5,RR00173
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0371,2,RR00174
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0046,4,RR00175
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0251,2,RR00176
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0770,3,RR00177
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0140,3,RR00178
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0634,5,RR00179
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0699,3,RR00180
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0966,5,RR00181
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0416,4,RR00182
P100660,PA,HMO,2,2026-07-08,2025-01-01,CL0922,5,RR00183
P100661,CA,PPO,2,2025-08-16,2025-01-01,CL0774,2,RR00197
P100661,CA,PPO,2,2025-08-16,2025-01-01,CL0671,4,RR00198
P100661,CA,PPO,2,2025-08-16,2025-01-01,CL0036,5,RR00199
P100661,CA,PPO,2,2025-08-16,2025-01-01,CL0869,1,RR00200
P100661,CA,PPO,2,2025-08-16,2025-01-01,CL0422,2,RR00201
P100662,NJ,POS,3,2025-07-13,2025-01-01,CL0294,1,RR00117
P100662,NJ,POS,3,2025-07-13,2025-01-01,CL0513,3,RR00118
P100662,NJ,POS,3,2025-07-13,2025-01-01,CL0104,5,RR00119
P100662,NJ,POS,3,2025-07-13,2025-01-01,CL0023,5,RR00120
P100662,NJ,POS,3,2025-07-13,2025-01-01,CL0453,3,RR00121
P100662,NJ,POS,3,2025-07-13,2025-01-01,CL0469,3,RR00122
P100662,NJ,POS,3,2025-07-13,2025-01-01,CL0554,1,RR00123
P100662,NJ,POS,3,2025-07-13,2025-01-01,CL0002,4,RR00124
P100663,PA,EPO,5,2026-06-14,2025-01-01,CL0863,2,RR00184
P100663,PA,EPO,5,2026-06-14,2025-01-01,CL0290,5,RR00185
P100663,PA,EPO,5,2026-06-14,2025-01-01,CL0706,3,RR00186
P100663,PA,EPO,5,2026-06-14,2025-01-01,CL0879,3,RR00187
P100663,PA,EPO,5,2026-06-14,2025-01-01,CL0211,5,RR00188
P100664,TX,PPO,1,2025-08-31,2025-01-01,CL0690,2,RR00237
P100664,TX,PPO,1,2025-08-31,2025-01-01,CL0106,1,RR00238
P100664,TX,PPO,1,2025-08-31,2025-01-01,CL0065,2,RR00239
P100664,TX,PPO,1,2025-08-31,2025-01-01,CL0095,3,RR00240
P100664,TX,PPO,1,2025-08-31,2025-01-01,CL0294,2,RR00241
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0474,4,RR00162
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0563,5,RR00163
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0441,2,RR00164
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0841,4,RR00165
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0943,5,RR00166
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0139,2,RR00167
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0182,4,RR00168
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0994,3,RR00169
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0006,5,RR00170
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0716,5,RR00171
P100665,PA,PPO,5,2026-01-24,2025-01-01,CL0348,3,RR00172
P100666,PA,EPO,4,2025-10-03,2025-01-01,CL0863,2,RR00184
P100666,PA,EPO,4,2025-10-03,2025-01-01,CL0290,5,RR00185
P100666,PA,EPO,4,2025-10-03,2025-01-01,CL0706,3,RR00186
P100666,PA,EPO,4,2025-10-03,2025-01-01,CL0879,3,RR00187
P100666,PA,EPO,4,2025-10-03,2025-01-01,CL0211,5,RR00188
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0455,5,RR00173
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0371,2,RR00174
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0046,4,RR00175
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0251,2,RR00176
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0770,3,RR00177
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0140,3,RR00178
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0634,5,RR00179
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0699,3,RR00180
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0966,5,RR00181
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0416,4,RR00182
P100667,PA,HMO,3,2026-03-26,2025-01-01,CL0922,5,RR00183
P100668,OH,PPO,3,2026-10-01,2025-01-01,CL0907,1,RR00371
P100668,OH,PPO,3,2026-10-01,2025-01-01,CL0603,4,RR00372
P100668,OH,PPO,3,2026-10-01,2025-01-01,CL0396,1,RR00373
P100668,OH,PPO,3,2026-10-01,2025-01-01,CL0905,1,RR00374
P100668,OH,PPO,3,2026-10-01,2025-01-01,CL0282,2,RR00375
P100668,OH,PPO,3,2026-10-01,2025-01-01,CL0924,5,RR00376
P100668,OH,PPO,3,2026-10-01,2025-01-01,CL0726,5,RR00377
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0563,1,RR00387
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0049,2,RR00388
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0354,4,RR00389
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0026,3,RR00390
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0435,5,RR00391
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0837,3,RR00392
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0182,4,RR00393
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0332,4,RR00394
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0473,5,RR00395
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0898,5,RR00396
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0050,2,RR00397
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0692,1,RR00398
P100669,OH,EPO,4,2026-08-10,2025-01-01,CL0841,3,RR00399
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0388,5,RR00093
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0304,4,RR00094
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0760,3,RR00095
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0050,4,RR00096
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0040,2,RR00097
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0397,4,RR00098
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0087,5,RR00099
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0446,4,RR00100
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0990,1,RR00101
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0274,4,RR00102
P100670,NJ,HMO,1,2026-07-28,2025-01-01,CL0069,5,RR00103
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0034,5,RR00035
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0080,4,RR00036
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0095,1,RR00037
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0187,5,RR00038
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0458,2,RR00039
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0624,4,RR00040
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0848,5,RR00041
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0085,4,RR00042
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0707,4,RR00043
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0805,2,RR00044
P100671,CT,POS,4,2026-04-23,2025-01-01,CL0657,3,RR00045
P100672,PA,EPO,1,2026-04-25,2025-01-01,CL0863,2,RR00184
P100672,PA,EPO,1,2026-04-25,2025-01-01,CL0290,5,RR00185
P100672,PA,EPO,1,2026-04-25,2025-01-01,CL0706,3,RR00186
P100672,PA,EPO,1,2026-04-25,2025-01-01,CL0879,3,RR00187
P100672,PA,EPO,1,2026-04-25,2025-01-01,CL0211,5,RR00188
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0069,3,RR00317
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0391,2,RR00318
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0649,3,RR00319
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0296,3,RR00320
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0068,1,RR00321
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0270,2,RR00322
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0340,1,RR00323
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0078,2,RR00324
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0908,5,RR00325
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0384,3,RR00326
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0393,2,RR00327
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0115,3,RR00328
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0553,3,RR00329
P100673,IL,PPO,2,2025-10-15,2025-01-01,CL0666,4,RR00330
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0034,5,RR00035
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0080,4,RR00036
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0095,1,RR00037
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0187,5,RR00038
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0458,2,RR00039
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0624,4,RR00040
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0848,5,RR00041
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0085,4,RR00042
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0707,4,RR00043
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0805,2,RR00044
P100674,CT,POS,3,2026-11-29,2025-01-01,CL0657,3,RR00045
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0388,5,RR00093
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0304,4,RR00094
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0760,3,RR00095
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0050,4,RR00096
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0040,2,RR00097
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0397,4,RR00098
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0087,5,RR00099
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0446,4,RR00100
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0990,1,RR00101
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0274,4,RR00102
P100675,NJ,HMO,1,2026-11-21,2025-01-01,CL0069,5,RR00103
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0803,3,RR00131
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0404,2,RR00132
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0033,4,RR00133
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0507,2,RR00134
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0734,5,RR00135
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0724,4,RR00136
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0483,4,RR00137
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0913,1,RR00138
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0842,5,RR00139
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0123,1,RR00140
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0247,1,RR00141
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0092,3,RR00142
P100676,MA,HMO,5,2026-11-09,2025-01-01,CL0387,1,RR00143
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0970,4,RR00024
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0928,1,RR00025
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0979,5,RR00026
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0426,4,RR00027
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0201,3,RR00028
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0803,5,RR00029
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0874,4,RR00030
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0859,3,RR00031
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0635,1,RR00032
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0547,4,RR00033
P100677,CT,EPO,5,2026-11-26,2025-01-01,CL0377,3,RR00034
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0970,4,RR00024
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0928,1,RR00025
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0979,5,RR00026
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0426,4,RR00027
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0201,3,RR00028
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0803,5,RR00029
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0874,4,RR00030
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0859,3,RR00031
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0635,1,RR00032
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0547,4,RR00033
P100678,CT,EPO,3,2026-06-24,2025-01-01,CL0377,3,RR00034
P100679,FL,EPO,4,2025-11-26,2025-01-01,CL0048,1,RR00301
P100679,FL,EPO,4,2025-11-26,2025-01-01,CL0067,2,RR00302
P100679,FL,EPO,4,2025-11-26,2025-01-01,CL0912,4,RR00303
P100679,FL,EPO,4,2025-11-26,2025-01-01,CL0291,4,RR00304
P100679,FL,EPO,4,2025-11-26,2025-01-01,CL0499,4,RR00305
P100679,FL,EPO,4,2025-11-26,2025-01-01,CL0856,3,RR00306
P100679,FL,EPO,4,2025-11-26,2025-01-01,CL0993,2,RR00307
P100680,NY,HMO,4,2026-04-15,2025-01-01,CL0102,5,RR00055
P100680,NY,HMO,4,2026-04-15,2025-01-01,CL0170,5,RR00056
P100680,NY,HMO,4,2026-04-15,2025-01-01,CL0117,1,RR00057
P100680,NY,HMO,4,2026-04-15,2025-01-01,CL0207,5,RR00058
P100680,NY,HMO,4,2026-04-15,2025-01-01,CL0264,1,RR00059
P100681,FL,POS,1,2026-06-18,2025-01-01,CL0355,5,RR00308
P100681,FL,POS,1,2026-06-18,2025-01-01,CL0762,3,RR00309
P100681,FL,POS,1,2026-06-18,2025-01-01,CL0372,1,RR00310
P100681,FL,POS,1,2026-06-18,2025-01-01,CL0285,1,RR00311
P100681,FL,POS,1,2026-06-18,2025-01-01,CL0390,4,RR00312
P100681,FL,POS,1,2026-06-18,2025-01-01,CL0698,1,RR00313
P100681,FL,POS,1,2026-06-18,2025-01-01,CL0929,4,RR00314
P100681,FL,POS,1,2026-06-18,2025-01-01,CL0319,2,RR00315
P100681,FL,POS,1,2026-06-18,2025-01-01,CL0118,3,RR00316
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0670,4,RR00242
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0546,5,RR00243
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0681,3,RR00244
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0188,5,RR00245
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0442,3,RR00246
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0125,4,RR00247
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0554,1,RR00248
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0156,5,RR00249
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0434,5,RR00250
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0770,1,RR00251
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0653,5,RR00252
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0317,2,RR00253
P100682,TX,HMO,4,2026-04-12,2025-01-01,CL0333,1,RR00254
P100683,OH,PPO,3,2026-02-24,2025-01-01,CL0907,1,RR00371
P100683,OH,PPO,3,2026-02-24,2025-01-01,CL0603,4,RR00372
P100683,OH,PPO,3,2026-02-24,2025-01-01,CL0396,1,RR00373
P100683,OH,PPO,3,2026-02-24,2025-01-01,CL0905,1,RR00374
P100683,OH,PPO,3,2026-02-24,2025-01-01,CL0282,2,RR00375
P100683,OH,PPO,3,2026-02-24,2025-01-01,CL0924,5,RR00376
P100683,OH,PPO,3,2026-02-24,2025-01-01,CL0726,5,RR00377
P100684,OH,HMO,1,2026-08-31,2025-01-01,CL0659,3,RR00378
P100684,OH,HMO,1,2026-08-31,2025-01-01,CL0382,3,RR00379
P100684,OH,HMO,1,2026-08-31,2025-01-01,CL0663,4,RR00380
P100684,OH,HMO,1,2026-08-31,2025-01-01,CL0872,3,RR00381
P100684,OH,HMO,1,2026-08-31,2025-01-01,CL0354,3,RR00382
P100684,OH,HMO,1,2026-08-31,2025-01-01,CL0449,5,RR00383
P100684,OH,HMO,1,2026-08-31,2025-01-01,CL0536,2,RR00384
P100684,OH,HMO,1,2026-08-31,2025-01-01,CL0954,2,RR00385
P100684,OH,HMO,1,2026-08-31,2025-01-01,CL0234,3,RR00386
P100685,NY,PPO,2,2025-05-02,2025-01-01,CL0654,3,RR00046
P100685,NY,PPO,2,2025-05-02,2025-01-01,CL0930,5,RR00047
P100685,NY,PPO,2,2025-05-02,2025-01-01,CL0647,1,RR00048
P100685,NY,PPO,2,2025-05-02,2025-01-01,CL0223,4,RR00049
P100685,NY,PPO,2,2025-05-02,2025-01-01,CL0891,3,RR00050
P100685,NY,PPO,2,2025-05-02,2025-01-01,CL0067,5,RR00051
P100685,NY,PPO,2,2025-05-02,2025-01-01,CL0987,4,RR00052
P100685,NY,PPO,2,2025-05-02,2025-01-01,CL0437,2,RR00053
P100685,NY,PPO,2,2025-05-02,2025-01-01,CL0641,4,RR00054
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0453,4,RR00223
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0022,3,RR00224
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0464,2,RR00225
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0625,3,RR00226
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0398,3,RR00227
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0793,4,RR00228
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0711,4,RR00229
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0602,1,RR00230
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0429,2,RR00231
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0995,1,RR00232
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0067,4,RR00233
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0340,3,RR00234
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0878,4,RR00235
P100686,CA,POS,4,2025-11-04,2025-01-01,CL0904,5,RR00236
P100687,CA,EPO,4,2025-11-30,2025-01-01,CL0909,4,RR00213
P100687,CA,EPO,4,2025-11-30,2025-01-01,CL0973,2,RR00214
P100687,CA,EPO,4,2025-11-30,2025-01-01,CL0175,2,RR00215
P100687,CA,EPO,4,2025-11-30,2025-01-01,CL0580,3,RR00216
P100687,CA,EPO,4,2025-11-30,2025-01-01,CL0306,1,RR00217
P100687,CA,EPO,4,2025-11-30,2025-01-01,CL0090,3,RR00218
P100687,CA,EPO,4,2025-11-30,2025-01-01,CL0295,2,RR00219
P100687,CA,EPO,4,2025-11-30,2025-01-01,CL0243,5,RR00220
P100687,CA,EPO,4,2025-11-30,2025-01-01,CL0918,3,RR00221
P100687,CA,EPO,4,2025-11-30,2025-01-01,CL0272,2,RR00222
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0697,1,RR00104
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0662,4,RR00105
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0471,1,RR00106
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0581,4,RR00107
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0926,1,RR00108
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0500,4,RR00109
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0372,1,RR00110
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0519,2,RR00111
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0441,5,RR00112
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0676,1,RR00113
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0638,5,RR00114
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0717,2,RR00115
P100688,NJ,EPO,1,2026-02-24,2025-01-01,CL0964,2,RR00116
P100689,NY,HMO,5,2025-11-22,2025-01-01,CL0102,5,RR00055
P100689,NY,HMO,5,2025-11-22,2025-01-01,CL0170,5,RR00056
P100689,NY,HMO,5,2025-11-22,2025-01-01,CL0117,1,RR00057
P100689,NY,HMO,5,2025-11-22,2025-01-01,CL0207,5,RR00058
P100689,NY,HMO,5,2025-11-22,2025-01-01,CL0264,1,RR00059
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0970,4,RR00024
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0928,1,RR00025
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0979,5,RR00026
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0426,4,RR00027
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0201,3,RR00028
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0803,5,RR00029
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0874,4,RR00030
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0859,3,RR00031
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0635,1,RR00032
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0547,4,RR00033
P100690,CT,EPO,4,2026-10-11,2025-01-01,CL0377,3,RR00034
P100691,CA,POS,3,2026-07-27,2025-01-01,CL0453,4,RR00223
P100691,CA,POS,3,2026-07-27,2025-01-01,CL0022,3,RR00224
P100691,CA,POS,3,2026-07-27,2025-01-01,CL0464,2,RR00225
P100691,CA,POS,3,2026-07-27,2025-01-01,CL0625,3,RR00226
P100691,CA,POS,3,2026-07-27,2025-01-01,CL0398,3,RR00227
P100691,CA,POS,3,2026-07-27,2025-01-01,CL0793,4,RR00228
P100691,CA,POS,3,2026-07-27,2025-01-01,CL0711,4,RR00229
